reference,clauseAtom,Verse,Rare Terms,Clause,SatCount,SATELLITE: ,prepCount,ObjCount,Function,Category,(Preposition) + Objects,preposition,SATELLITE: ,prepCount,ObjCount,Function,Category,(Preposition) + Objects,preposition
"('1_Samuel', 3, 9)",542153,וַיֹּ֨אמֶר עֵלִ֣י לִשְׁמוּאֵל֮ לֵ֣ךְ שְׁכָב֒ וְהָיָה֙ אִם־יִקְרָ֣א אֵלֶ֔יךָ וְאָֽמַרְתָּ֙ דַּבֵּ֣ר יְהוָ֔ה כִּ֥י שֹׁמֵ֖עַ עַבְדֶּ֑ךָ וַיֵּ֣לֶךְ שְׁמוּאֵ֔ל וַיִּשְׁכַּ֖ב בִּמְקֹומֹֽו׃ ,,וַיִּשְׁכַּ֖ב בִּמְקֹומֹֽו׃ ,1,686192,1,1,Cmpl,literal.prepSpatial,בִּ מְקֹומֹֽו,ב,,,,,,,
"('Exodus', 22, 26)",523232,כִּ֣י הִ֤וא כְסוּתֹו֙ לְבַדָּ֔הּ הִ֥וא שִׂמְלָתֹ֖ו לְעֹרֹ֑ו בַּמֶּ֣ה יִשְׁכָּ֔ב וְהָיָה֙ כִּֽי־יִצְעַ֣ק אֵלַ֔י וְשָׁמַעְתִּ֖י כִּֽי־חַנּ֥וּן אָֽנִי׃ ס ,,בַּמֶּ֣ה יִשְׁכָּ֔ב ,1,630605,1,1,Cmpl,literal.prepSpatial,בַּ מֶּ֣ה,ב,,,,,,,
"('Genesis', 28, 11)",517612,וַיִּפְגַּ֨ע בַּמָּקֹ֜ום וַיָּ֤לֶן שָׁם֙ כִּי־בָ֣א הַשֶּׁ֔מֶשׁ וַיִּקַּח֙ מֵאַבְנֵ֣י הַמָּקֹ֔ום וַיָּ֖שֶׂם מְרַֽאֲשֹׁתָ֑יו וַיִּשְׁכַּ֖ב בַּמָּקֹ֥ום הַהֽוּא׃ ,,וַיִּשְׁכַּ֖ב בַּמָּקֹ֥ום הַהֽוּא׃ ,1,614024,1,1,Cmpl,literal.prepSpatial,בַּ מָּקֹ֥ום,ב,,,,,,,
"('Leviticus', 15, 24)",526895,וְאִ֡ם שָׁכֹב֩ יִשְׁכַּ֨ב אִ֜ישׁ אֹתָ֗הּ וּתְהִ֤י נִדָּתָהּ֙ עָלָ֔יו וְטָמֵ֖א שִׁבְעַ֣ת יָמִ֑ים וְכָל־הַמִּשְׁכָּ֛ב אֲשֶׁר־יִשְׁכַּ֥ב עָלָ֖יו יִטְמָֽא׃ פ ,,אֲשֶׁר־יִשְׁכַּ֥ב עָלָ֖יו ,1,641421,1,1,Cmpl,literal.prepSpatial,עָלָ֖יו ו,על,,,,,,,
"('Leviticus', 15, 26)",526903,כָּל־הַמִּשְׁכָּ֞ב אֲשֶׁר־תִּשְׁכַּ֤ב עָלָיו֙ כָּל־יְמֵ֣י זֹובָ֔הּ כְּמִשְׁכַּ֥ב נִדָּתָ֖הּ יִֽהְיֶה־לָּ֑הּ וְכָֽל־הַכְּלִי֙ אֲשֶׁ֣ר תֵּשֵׁ֣ב עָלָ֔יו טָמֵ֣א יִהְיֶ֔ה כְּטֻמְאַ֖ת נִדָּתָֽהּ׃ ,"('ZWB/', 'flux')",אֲשֶׁר־תִּשְׁכַּ֤ב עָלָיו֙ כָּל־יְמֵ֣י זֹובָ֔הּ ,1,641442,1,1,Cmpl,literal.prepSpatial,עָלָיו֙ ו,על,,,,,,,
"('Job', 21, 26)",587860,יַ֭חַד עַל־עָפָ֣ר יִשְׁכָּ֑בוּ וְ֝רִמָּ֗ה תְּכַסֶּ֥ה עֲלֵיהֶֽם׃ ,,יַ֭חַד עַל־עָפָ֣ר יִשְׁכָּ֑בוּ ,1,810755,1,1,Cmpl,literal.prepSpatial,עַל עָפָ֣ר,על,,,,,,,
"('Amos', 6, 4)",575666,הַשֹּֽׁכְבִים֙ עַל־מִטֹּ֣ות שֵׁ֔ן וּסְרֻחִ֖ים עַל־עַרְשֹׂותָ֑ם וְאֹכְלִ֤ים כָּרִים֙ מִצֹּ֔אן וַעֲגָלִ֖ים מִתֹּ֥וךְ מַרְבֵּֽק׃ ,"('MVH=/', 'couch')",הַשֹּֽׁכְבִים֙ עַל־מִטֹּ֣ות שֵׁ֔ן ,1,780226,1,2,Cmpl,literal.prepSpatial,עַל מִטֹּ֣ות,על,,,,,,,
"('1_Kings', 3, 19)",549690,וַיָּ֛מָת בֶּן־הָאִשָּׁ֥ה הַזֹּ֖את לָ֑יְלָה אֲשֶׁ֥ר שָׁכְבָ֖ה עָלָֽיו׃ ,,אֲשֶׁ֥ר שָׁכְבָ֖ה עָלָֽיו׃ ,1,708627,1,1,Cmpl,literal.prepSpatial,עָלָֽיו ו,על,,,,,,,
"('2_Samuel', 13, 5)",547237,וַיֹּ֤אמֶר לֹו֙ יְהֹ֣ונָדָ֔ב שְׁכַ֥ב עַל־מִשְׁכָּבְךָ֖ וְהִתְחָ֑ל וּבָ֧א אָבִ֣יךָ לִרְאֹותֶ֗ךָ וְאָמַרְתָּ֣ אֵלָ֡יו תָּ֣בֹא נָא֩ תָמָ֨ר אֲחֹותִ֜י וְתַבְרֵ֣נִי לֶ֗חֶם וְעָשְׂתָ֤ה לְעֵינַי֙ אֶת־הַבִּרְיָ֔ה לְמַ֨עַן֙ אֲשֶׁ֣ר אֶרְאֶ֔ה וְאָכַלְתִּ֖י מִיָּדָֽהּ׃ ,,שְׁכַ֥ב עַל־מִשְׁכָּבְךָ֖ ,1,701484,1,1,Cmpl,literal.prepSpatial,עַל מִשְׁכָּבְךָ֖,על,,,,,,,
"('Leviticus', 15, 4)",526791,כָּל־הַמִּשְׁכָּ֗ב אֲשֶׁ֨ר יִשְׁכַּ֥ב עָלָ֛יו הַזָּ֖ב יִטְמָ֑א וְכָֽל־הַכְּלִ֛י אֲשֶׁר־יֵשֵׁ֥ב עָלָ֖יו יִטְמָֽא׃ ,,אֲשֶׁ֨ר יִשְׁכַּ֥ב עָלָ֛יו הַזָּ֖ב ,1,641121,1,1,Cmpl,literal.prepSpatial,עָלָ֛יו ו,על,,,,,,,
"('2_Kings', 4, 34)",553418,וַיַּ֜עַל וַיִּשְׁכַּ֣ב עַל־הַיֶּ֗לֶד וַיָּשֶׂם֩ פִּ֨יו עַל־פִּ֜יו וְעֵינָ֤יו עַל־עֵינָיו֙ וְכַפָּ֣יו עַל־כַּפָּ֔יו וַיִּגְהַ֖ר עָלָ֑יו וַיָּ֖חָם בְּשַׂ֥ר הַיָּֽלֶד׃ ,,וַיִּשְׁכַּ֣ב עַל־הַיֶּ֗לֶד ,1,719281,1,1,Cmpl,literal.prepSpatial,עַל יֶּ֗לֶד,על,,,,,,,
"('Ezekiel', 4, 4)",568811,וְאַתָּ֤ה שְׁכַב֙ עַל־צִדְּךָ֣ הַשְּׂמָאלִ֔י וְשַׂמְתָּ֛ אֶת־עֲוֹ֥ן בֵּֽית־יִשְׂרָאֵ֖ל עָלָ֑יו מִסְפַּ֤ר הַיָּמִים֙ אֲשֶׁ֣ר תִּשְׁכַּ֣ב עָלָ֔יו תִּשָּׂ֖א אֶת־עֲוֹנָֽם׃ ,,אֲשֶׁ֣ר תִּשְׁכַּ֣ב עָלָ֔יו ,1,761219,1,1,Cmpl,literal.prepSpatial,עָלָ֔יו ו,על,,,,,,,
"('Genesis', 28, 13)",517622,וְהִנֵּ֨ה יְהוָ֜ה נִצָּ֣ב עָלָיו֮ וַיֹּאמַר֒ אֲנִ֣י יְהוָ֗ה אֱלֹהֵי֙ אַבְרָהָ֣ם אָבִ֔יךָ וֵאלֹהֵ֖י יִצְחָ֑ק הָאָ֗רֶץ אֲשֶׁ֤ר אַתָּה֙ שֹׁכֵ֣ב עָלֶ֔יהָ לְךָ֥ אֶתְּנֶ֖נָּה וּלְזַרְעֶֽךָ׃ ,,אֲשֶׁ֤ר אַתָּה֙ שֹׁכֵ֣ב עָלֶ֔יהָ ,1,614056,1,1,Cmpl,literal.prepSpatial,עָלֶ֔יהָ הָ,על,,,,,,,
"('1_Kings', 21, 4)",552446,וַיָּבֹא֩ אַחְאָ֨ב אֶל־בֵּיתֹ֜ו סַ֣ר וְזָעֵ֗ף עַל־הַדָּבָר֙ אֲשֶׁר־דִּבֶּ֣ר אֵלָ֗יו נָבֹות֙ הַיִּזְרְעֵאלִ֔י וַיֹּ֕אמֶר לֹֽא־אֶתֵּ֥ן לְךָ֖ אֶת־נַחֲלַ֣ת אֲבֹותָ֑י וַיִּשְׁכַּב֙ עַל־מִטָּתֹ֔ו וַיַּסֵּ֥ב אֶת־פָּנָ֖יו וְלֹֽא־אָ֥כַל לָֽחֶם׃ ,"('MVH=/', 'couch')",וַיִּשְׁכַּב֙ עַל־מִטָּתֹ֔ו ,1,716570,1,1,Cmpl,literal.prepSpatial,עַל מִטָּתֹ֔ו,על,,,,,,,
"('Isaiah', 50, 11)",560763,הֵ֧ן כֻּלְּכֶ֛ם קֹ֥דְחֵי אֵ֖שׁ מְאַזְּרֵ֣י זִיקֹ֑ות לְכ֣וּ׀ בְּא֣וּר אֶשְׁכֶ֗ם וּבְזִיקֹות֙ בִּֽעַרְתֶּ֔ם מִיָּדִי֙ הָיְתָה־זֹּ֣את לָכֶ֔ם לְמַעֲצֵבָ֖ה תִּשְׁכָּבֽוּן׃ פ ,"('M<YBH/', 'pain')",לְמַעֲצֵבָ֖ה תִּשְׁכָּבֽוּן׃ פ ,1,739291,1,1,Adju,literal.prepSpatial,לְ מַעֲצֵבָ֖ה,ל,,,,,,,
"('Job', 7, 21)",586898,וּמֶ֤ה׀ לֹא־תִשָּׂ֣א פִשְׁעִי֮ וְתַעֲבִ֪יר אֶת־עֲוֹ֫נִ֥י כִּֽי־עַ֭תָּה לֶעָפָ֣ר אֶשְׁכָּ֑ב וְשִׁ֖חֲרְתַּ֣נִי וְאֵינֶֽנִּי׃ פ ,,כִּֽי־עַ֭תָּה לֶעָפָ֣ר אֶשְׁכָּ֑ב ,1,808112,1,1,Cmpl,literal.prepSpatial,לֶ עָפָ֣ר,ל,,,,,,,
"('Job', 11, 18)",587174,וּֽ֭בָטַחְתָּ כִּי־יֵ֣שׁ תִּקְוָ֑ה וְ֝חָפַרְתָּ֗ לָבֶ֥טַח תִּשְׁכָּֽב׃ ,,לָבֶ֥טַח תִּשְׁכָּֽב׃ ,1,808858,1,1,Adju,literal.prepSpatial,לָ בֶ֥טַח,ל,,,,,,,
"('Psalms', 68, 14)",582160,אִֽם־תִּשְׁכְּבוּן֮ בֵּ֪ין שְׁפַ֫תָּ֥יִם כַּנְפֵ֣י יֹ֭ונָה נֶחְפָּ֣ה בַכֶּ֑סֶף וְ֝אֶבְרֹותֶ֗יהָ בִּֽירַקְרַ֥ק חָרֽוּץ׃ ,"('CPTJM/', 'packsaddles')",אִֽם־תִּשְׁכְּבוּן֮ בֵּ֪ין שְׁפַ֫תָּ֥יִם ,1,796534,1,1,Cmpl,literal.prepSpatial,בֵּ֪ין שְׁפַ֫תָּ֥יִם,בינ,,,,,,,
"('Genesis', 39, 10)",519156,וַיְהִ֕י כְּדַבְּרָ֥הּ אֶל־יֹוסֵ֖ף יֹ֣ום׀ יֹ֑ום וְלֹא־שָׁמַ֥ע אֵלֶ֛יהָ לִשְׁכַּ֥ב אֶצְלָ֖הּ לִהְיֹ֥ות עִמָּֽהּ׃ ,,לִשְׁכַּ֥ב אֶצְלָ֖הּ ,1,618576,1,1,Cmpl,literal.prepSpatial,אֶצְלָ֖הּ ָהּ,אצל,,,,,,,
"('1_Samuel', 26, 5)",545296,וַיָּ֣קָם דָּוִ֗ד וַיָּבֹא֮ אֶֽל־הַמָּקֹום֮ אֲשֶׁ֣ר חָנָה־שָׁ֣ם שָׁאוּל֒ וַיַּ֣רְא דָּוִ֗ד אֶת־הַמָּקֹום֙ אֲשֶׁ֣ר שָֽׁכַב־שָׁ֣ם שָׁא֔וּל וְאַבְנֵ֥ר בֶּן־נֵ֖ר שַׂר־צְבָאֹ֑ו וְשָׁאוּל֙ שֹׁכֵ֣ב בַּמַּעְגָּ֔ל וְהָעָ֖ם חֹנִ֥ים סְבִיבֹתָֽיו׃,"('NR=/', 'Ner')",אֲשֶׁ֣ר שָֽׁכַב־שָׁ֣ם שָׁא֔וּל וְאַבְנֵ֥ר בֶּן־נֵ֖ר שַׂר־צְבָאֹ֑ו ,1,695600,0,1,Cmpl,literal.spatialObj,שָׁ֣ם,,,,,,,,
"('1_Samuel', 26, 7)",545310,וַיָּבֹא֩ דָוִ֨ד וַאֲבִישַׁ֥י׀ אֶל־הָעָם֮ לַיְלָה֒ וְהִנֵּ֣ה שָׁא֗וּל שֹׁכֵ֤ב יָשֵׁן֙ בַּמַּעְגָּ֔ל וַחֲנִיתֹ֥ו מְעוּכָֽה־בָאָ֖רֶץ מְרַאֲשֹׁתָ֑יו וְאַבְנֵ֣ר וְהָעָ֔ם שֹׁכְבִ֖ים סְבִיבֹתָֽיו׃,,וְאַבְנֵ֣ר וְהָעָ֔ם שֹׁכְבִ֖ים סְבִיבֹתָֽיו׃,1,695647,0,1,Cmpl,literal.spatialObj,סביבתו,,,,,,,,
"('2_Samuel', 13, 31)",547397,וַיָּ֧קָם הַמֶּ֛לֶךְ וַיִּקְרַ֥ע אֶת־בְּגָדָ֖יו וַיִּשְׁכַּ֣ב אָ֑רְצָה וְכָל־עֲבָדָ֥יו נִצָּבִ֖ים קְרֻעֵ֥י בְגָדִֽים׃ ס ,,וַיִּשְׁכַּ֣ב אָ֑רְצָה ,1,701936,0,1,Cmpl,literal.spatialObj,אָ֑רְצָה,,,,,,,,
"('Ruth', 3, 4)",592100,וִיהִ֣י בְשָׁכְבֹ֗ו וְיָדַ֨עַתְּ֙ אֶת־הַמָּקֹום֙ אֲשֶׁ֣ר יִשְׁכַּב־שָׁ֔ם וּבָ֛את וְגִלִּ֥ית מַרְגְּלֹתָ֖יו וְשָׁכָ֑בְתְּ וְהוּא֙ יַגִּ֣יד לָ֔ךְ אֵ֖ת אֲשֶׁ֥ר תַּעֲשִֽׂין׃ ,,אֲשֶׁ֣ר יִשְׁכַּב־שָׁ֔ם ,1,821857,0,1,Loca,literal.spatialObj,שָׁ֔ם,,,,,,,,
"('2_Kings', 9, 16)",554227,וַיִּרְכַּ֤ב יֵהוּא֙ וַיֵּ֣לֶךְ יִזְרְעֶ֔אלָה כִּ֥י יֹורָ֖ם שֹׁכֵ֣ב שָׁ֑מָּה וַֽאֲחַזְיָה֙ מֶ֣לֶךְ יְהוּדָ֔ה יָרַ֖ד לִרְאֹ֥ות אֶת־יֹורָֽם׃ ,"('JWRM/', 'Joram')",כִּ֥י יֹורָ֖ם שֹׁכֵ֣ב שָׁ֑מָּה ,1,721514,0,1,Cmpl,literal.spatialObj,שָׁ֑מָּה,,,,,,,,
"('2_Samuel', 12, 16)",547121,וַיְבַקֵּ֥שׁ דָּוִ֛ד אֶת־הָאֱלֹהִ֖ים בְּעַ֣ד הַנָּ֑עַר וַיָּ֤צָם דָּוִד֙ צֹ֔ום וּבָ֥א וְלָ֖ן וְשָׁכַ֥ב אָֽרְצָה׃ ,,וְשָׁכַ֥ב אָֽרְצָה׃ ,1,701154,0,1,Cmpl,literal.spatialObj,אָֽרְצָה,,,,,,,,
"('2_Kings', 4, 11)",553293,וַיְהִ֥י הַיֹּ֖ום וַיָּ֣בֹא שָׁ֑מָּה וַיָּ֥סַר אֶל־הָעֲלִיָּ֖ה וַיִּשְׁכַּב־שָֽׁמָּה׃ ,,וַיִּשְׁכַּב־שָֽׁמָּה׃ ,1,718946,0,1,Cmpl,literal.spatialObj,שָֽׁמָּה,,,,,,,,
"('2_Samuel', 4, 5)",546348,וַיֵּ֨לְכ֜וּ בְּנֵֽי־רִמֹּ֤ון הַבְּאֵֽרֹתִי֙ רֵכָ֣ב וּבַעֲנָ֔ה וַיָּבֹ֨אוּ֙ כְּחֹ֣ם הַיֹּ֔ום אֶל־בֵּ֖ית אִ֣ישׁ בֹּ֑שֶׁת וְה֣וּא שֹׁכֵ֔ב אֵ֖ת מִשְׁכַּ֥ב הַֽצָּהֳרָֽיִם׃ ,"('YHRJM/', 'noon')",וְה֣וּא שֹׁכֵ֔ב אֵ֖ת מִשְׁכַּ֥ב הַֽצָּהֳרָֽיִם׃ ,1,698743,1,1,Objc,literal.withEntity,אֵ֖ת מִשְׁכַּ֥ב,את,,,,,,,
"('Ezekiel', 32, 27)",572137,וְלֹ֤א יִשְׁכְּבוּ֙ אֶת־גִּבֹּורִ֔ים נֹפְלִ֖ים מֵעֲרֵלִ֑ים אֲשֶׁ֣ר יָרְדֽוּ־שְׁאֹ֣ול בִּכְלֵֽי־מִלְחַמְתָּם֩ וַיִּתְּנ֨וּ אֶת־חַרְבֹותָ֜ם תַּ֣חַת רָאשֵׁיהֶ֗ם וַתְּהִ֤י עֲוֹֽנֹתָם֙ עַל־עַצְמֹותָ֔ם כִּֽי־חִתִּ֥ית גִּבֹּורִ֖ים בְּאֶ֥רֶץ חַיִּֽים׃ ,,וְלֹ֤א יִשְׁכְּבוּ֙ אֶת־גִּבֹּורִ֔ים ,1,770535,1,1,Cmpl,literal.withEntity,אֶת גִּבֹּורִ֔ים,את,,,,,,,
"('Ezekiel', 32, 28)",572144,וְאַתָּ֗ה בְּתֹ֧וךְ עֲרֵלִ֛ים תִּשָּׁבַ֥ר וְתִשְׁכַּ֖ב אֶת־חַלְלֵי־חָֽרֶב׃ ,,וְתִשְׁכַּ֖ב אֶת־חַלְלֵי־חָֽרֶב׃ ,1,770559,1,1,Cmpl,literal.withEntity,אֶת חַלְלֵי,את,,,,,,,
"('Ezekiel', 32, 29)",572147,שָׁ֣מָּה אֱדֹ֗ום מְלָכֶ֨יהָ֙ וְכָל־נְשִׂיאֶ֔יהָ אֲשֶׁר־נִתְּנ֥וּ בִגְבוּרָתָ֖ם אֶת־חַלְלֵי־חָ֑רֶב הֵ֛מָּה אֶת־עֲרֵלִ֥ים יִשְׁכָּ֖בוּ וְאֶת־יֹ֥רְדֵי בֹֽור׃ ,,הֵ֛מָּה אֶת־עֲרֵלִ֥ים יִשְׁכָּ֖בוּ ,1,770567,1,1,Cmpl,literal.withEntity,אֶת עֲרֵלִ֥ים,את,,,,,,,
"('Ezekiel', 32, 30)",572152,שָׁ֣מָּה נְסִיכֵ֥י צָפֹ֛ון כֻּלָּ֖ם וְכָל־צִֽדֹנִ֑י אֲשֶׁר־יָרְד֣וּ אֶת־חֲלָלִ֗ים בְּחִתִּיתָ֑ם מִגְּבֽוּרָתָם֙ בֹּושִׁ֔ים וַיִּשְׁכְּב֤וּ עֲרֵלִים֙ אֶת־חַלְלֵי־חֶ֔רֶב וַיִּשְׂא֥וּ כְלִמָּתָ֖ם אֶת־יֹ֥ורְדֵי בֹֽור׃ ,,וַיִּשְׁכְּב֤וּ עֲרֵלִים֙ אֶת־חַלְלֵי־חֶ֔רֶב ,1,770582,1,1,Cmpl,literal.withEntity,אֶת חַלְלֵי,את,,,,,,,
"('Deuteronomy', 27, 21)",535484,אָר֕וּר שֹׁכֵ֖ב עִם־כָּל־בְּהֵמָ֑ה וְאָמַ֥ר כָּל־הָעָ֖ם אָמֵֽן׃ ס ,,שֹׁכֵ֖ב עִם־כָּל־בְּהֵמָ֑ה ,1,666503,1,1,Cmpl,literal.withEntity,עִם כָּל,עמ,,,,,,,
"('Ezekiel', 4, 4)",568808,וְאַתָּ֤ה שְׁכַב֙ עַל־צִדְּךָ֣ הַשְּׂמָאלִ֔י וְשַׂמְתָּ֛ אֶת־עֲוֹ֥ן בֵּֽית־יִשְׂרָאֵ֖ל עָלָ֑יו מִסְפַּ֤ר הַיָּמִים֙ אֲשֶׁ֣ר תִּשְׁכַּ֣ב עָלָ֔יו תִּשָּׂ֖א אֶת־עֲוֹנָֽם׃ ,"('FM>LJ/', 'lefthand')",שְׁכַב֙ עַל־צִדְּךָ֣ הַשְּׂמָאלִ֔י ,1,761211,1,1,Cmpl,literal.manner,עַל צִדְּךָ֣,על,,,,,,,
"('Ezekiel', 4, 6)",568816,וְכִלִּיתָ֣ אֶת־אֵ֗לֶּה וְשָׁ֨כַבְתָּ֜ עַל־צִדְּךָ֤ הַיְמָנִי֙ שֵׁנִ֔ית וְנָשָׂ֖אתָ אֶת־עֲוֹ֣ן בֵּית־יְהוּדָ֑ה אַרְבָּעִ֣ים יֹ֔ום יֹ֧ום לַשָּׁנָ֛ה יֹ֥ום לַשָּׁנָ֖ה נְתַתִּ֥יו לָֽךְ׃ ,,וְשָׁ֨כַבְתָּ֜ עַל־צִדְּךָ֤ הַיְמָנִי֙ שֵׁנִ֔ית ,1,761235,1,1,Cmpl,literal.manner,עַל צִדְּךָ֤,על,,,,,,,
"('Ezekiel', 4, 9)",568831,וְאַתָּ֣ה קַח־לְךָ֡ חִטִּ֡ין וּ֠שְׂעֹרִים וּפֹ֨ול וַעֲדָשִׁ֜ים וְדֹ֣חַן וְכֻסְּמִ֗ים וְנָתַתָּ֤ה אֹותָם֙ בִּכְלִ֣י אֶחָ֔ד וְעָשִׂ֧יתָ אֹותָ֛ם לְךָ֖ לְלָ֑חֶם מִסְפַּ֨ר הַיָּמִ֜ים אֲשֶׁר־אַתָּ֣ה׀ שֹׁוכֵ֣ב עַֽל־צִדְּךָ֗ שְׁלֹשׁ־מֵאֹ֧ות וְתִשְׁעִ֛ים יֹ֖ום תֹּאכֲלֶֽנּוּ׃ ,,אֲשֶׁר־אַתָּ֣ה׀ שֹׁוכֵ֣ב עַֽל־צִדְּךָ֗ ,1,761283,1,1,Cmpl,literal.manner,עַֽל צִדְּךָ֗,על,,,,,,,
"('Deuteronomy', 24, 12)",535198,וְאִם־אִ֥ישׁ עָנִ֖י ה֑וּא לֹ֥א תִשְׁכַּ֖ב בַּעֲבֹטֹֽו׃ ,"('<BWV/', 'pledge')",לֹ֥א תִשְׁכַּ֖ב בַּעֲבֹטֹֽו׃ ,1,665684,1,1,Adju,literal.manner,בַּ עֲבֹטֹֽו,ב,,,,,,,
"('Ruth', 3, 7)",592117,וַיֹּ֨אכַל בֹּ֤עַז וַיֵּשְׁתְּ֙ וַיִּיטַ֣ב לִבֹּ֔ו וַיָּבֹ֕א לִשְׁכַּ֖ב בִּקְצֵ֣ה הָעֲרֵמָ֑ה וַתָּבֹ֣א בַלָּ֔ט וַתְּגַ֥ל מַרְגְּלֹתָ֖יו וַתִּשְׁכָּֽב׃ ,"('<RMH=/', 'heap')",לִשְׁכַּ֖ב בִּקְצֵ֣ה הָעֲרֵמָ֑ה ,1,821899,1,1,Cmpl,literal.manner,בִּ קְצֵ֣ה,ב,,,,,,,
"('Psalms', 4, 9)",579020,בְּשָׁלֹ֣ום יַחְדָּו֮ אֶשְׁכְּבָ֪ה וְאִ֫ישָׁ֥ן כִּֽי־אַתָּ֣ה יְהוָ֣ה לְבָדָ֑ד לָ֝בֶ֗טַח תֹּושִׁיבֵֽנִי׃ ,,בְּשָׁלֹ֣ום יַחְדָּו֮ אֶשְׁכְּבָ֪ה ,1,789190,1,1,Adju,literal.manner,בְּ שָׁלֹ֣ום,ב,,,,,,,
"('Psalms', 57, 5)",581668,נַפְשִׁ֤י׀ בְּתֹ֥וךְ לְבָאִם֮ אֶשְׁכְּבָ֪ה לֹ֫הֲטִ֥ים בְּֽנֵי־אָדָ֗ם שִׁ֭נֵּיהֶם חֲנִ֣ית וְחִצִּ֑ים וּ֝לְשֹׁונָ֗ם חֶ֣רֶב חַדָּֽה׃ ,"('LHV[', 'devour')",אֶשְׁכְּבָ֪ה לֹ֫הֲטִ֥ים ,1,795458,0,1,Adju,literal.unknown,לֹ֫הֲטִ֥ים,,,,,,,,
"('Ruth', 3, 8)",592125,וַיְהִי֙ בַּחֲצִ֣י הַלַּ֔יְלָה וַיֶּחֱרַ֥ד הָאִ֖ישׁ וַיִּלָּפֵ֑ת וְהִנֵּ֣ה אִשָּׁ֔ה שֹׁכֶ֖בֶת מַרְגְּלֹתָֽיו׃ ,"('MRGLT/', 'feet-place')",אִשָּׁ֔ה שֹׁכֶ֖בֶת מַרְגְּלֹתָֽיו׃ ,1,821920,0,1,Loca,literal.unknown,מַרְגְּלֹתָֽיו,,,,,,,,
"('Ruth', 3, 14)",592162,וַתִּשְׁכַּ֤ב מַרְגְּלֹתָיו֙ עַד־הַבֹּ֔קֶר וַתָּ֕קָם בְּטֶ֛רֶם יַכִּ֥יר אִ֖ישׁ אֶת־רֵעֵ֑הוּ וַיֹּ֨אמֶר֙ אַל־יִוָּדַ֔ע כִּי־בָ֥אָה הָאִשָּׁ֖ה הַגֹּֽרֶן׃ ,"('MRGLT/', 'feet-place')",וַתִּשְׁכַּ֤ב מַרְגְּלֹתָיו֙ עַד־הַבֹּ֔קֶר ,1,822004,0,1,Loca,literal.unknown,מרגלתו,,,,,,,,
"('2_Samuel', 4, 7)",546353,וַיָּבֹ֣אוּ הַבַּ֗יִת וְהֽוּא־שֹׁכֵ֤ב עַל־מִטָּתֹו֙ בַּחֲדַ֣ר מִשְׁכָּבֹ֔ו וַיַּכֻּ֨הוּ֙ וַיְמִתֻ֔הוּ וַיָּסִ֖ירוּ אֶת־רֹאשֹׁ֑ו וַיִּקְחוּ֙ אֶת־רֹאשֹׁ֔ו וַיֵּֽלְכ֛וּ דֶּ֥רֶךְ הָעֲרָבָ֖ה כָּל־הַלָּֽיְלָה׃ ,"('MVH=/', 'couch')",וְהֽוּא־שֹׁכֵ֤ב עַל־מִטָּתֹו֙ בַּחֲדַ֣ר מִשְׁכָּבֹ֔ו ,1,698761,4,2,Cmpl,literal.prepSpatial literal.prepSpatial,עַל מִטָּתֹו֙ בַּ חֲדַ֣ר עַל מִטָּתֹו֙ בַּ חֲדַ֣ר,על ב על ב,,,,,,,
"('Numbers', 24, 9)",531274,כָּרַ֨ע שָׁכַ֧ב כַּאֲרִ֛י וּכְלָבִ֖יא מִ֣י יְקִימֶ֑נּוּ מְבָרֲכֶ֣יךָ בָר֔וּךְ וְאֹרְרֶ֖יךָ אָרֽוּר׃ ,"('LBJ>/', 'lion')",שָׁכַ֧ב כַּאֲרִ֛י וּכְלָבִ֖יא ,1,654220,4,2,Adju,literal.manner literal.manner,כַּ אֲרִ֛י כְ לָבִ֖יא כַּ אֲרִ֛י כְ לָבִ֖יא,כ כ כ כ,,,,,,,
"('1_Samuel', 26, 7)",545306,וַיָּבֹא֩ דָוִ֨ד וַאֲבִישַׁ֥י׀ אֶל־הָעָם֮ לַיְלָה֒ וְהִנֵּ֣ה שָׁא֗וּל שֹׁכֵ֤ב יָשֵׁן֙ בַּמַּעְגָּ֔ל וַחֲנִיתֹ֥ו מְעוּכָֽה־בָאָ֖רֶץ מְרַאֲשֹׁתָ֑יו וְאַבְנֵ֣ר וְהָעָ֔ם שֹׁכְבִ֖ים סְבִיבֹתָֽיו׃,,וְהִנֵּ֣ה שָׁא֗וּל שֹׁכֵ֤ב ,0,,,,,,,,,,,,,,
"('Joshua', 2, 1)",536603,וַיִּשְׁלַ֣ח יְהֹושֻׁ֣עַ־בִּן־נ֠וּן מִֽן־הַשִּׁטִּ֞ים שְׁנַֽיִם־אֲנָשִׁ֤ים מְרַגְּלִים֙ חֶ֣רֶשׁ לֵאמֹ֔ר לְכ֛וּ רְא֥וּ אֶת־הָאָ֖רֶץ וְאֶת־יְרִיחֹ֑ו וַיֵּ֨לְכ֜וּ וַ֠יָּבֹאוּ בֵּית־אִשָּׁ֥ה זֹונָ֛ה וּשְׁמָ֥הּ רָחָ֖ב וַיִּשְׁכְּבוּ־שָֽׁמָּה׃ ,,וַיִּשְׁכְּבוּ־שָֽׁמָּה׃ ,0,,,,,,,,,,,,,,
