,numb_node,reference,book,kind,number,numb_text,phrase,sentence,phrase_funct
208,5332,Genesis 11:24,Genesis,card,תשׁע,תֵּ֥שַׁע ,תֵּ֥שַׁע וְעֶשְׂרִ֖ים שָׁנָ֑ה ,וַיְחִ֣י נָחֹ֔ור תֵּ֥שַׁע וְעֶשְׂרִ֖ים שָׁנָ֑ה ,Time
209,5334,Genesis 11:24,Genesis,card,עשׂרים,עֶשְׂרִ֖ים ,תֵּ֥שַׁע וְעֶשְׂרִ֖ים שָׁנָ֑ה ,וַיְחִ֣י נָחֹ֔ור תֵּ֥שַׁע וְעֶשְׂרִ֖ים שָׁנָ֑ה ,Time
210,5347,Genesis 11:25,Genesis,card,תשׁע,תְּשַֽׁע־,תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,וַיְחִ֣י נָחֹ֗ור אַחֲרֵי֙ הֹולִידֹ֣ו אֶת־תֶּ֔רַח תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,Time
211,5348,Genesis 11:25,Genesis,card,עשׂרה,עֶשְׂרֵ֥ה ,תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,וַיְחִ֣י נָחֹ֗ור אַחֲרֵי֙ הֹולִידֹ֣ו אֶת־תֶּ֔רַח תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,Time
212,5351,Genesis 11:25,Genesis,card,מאה,מְאַ֣ת ,תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,וַיְחִ֣י נָחֹ֗ור אַחֲרֵי֙ הֹולִידֹ֣ו אֶת־תֶּ֔רַח תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה ,Time
213,5361,Genesis 11:26,Genesis,card,שׁבע,שִׁבְעִ֣ים ,שִׁבְעִ֣ים שָׁנָ֑ה ,וַֽיְחִי־תֶ֖רַח שִׁבְעִ֣ים שָׁנָ֑ה ,Time
214,5474,Genesis 11:32,Genesis,card,חמשׁ,חָמֵ֥שׁ ,חָמֵ֥שׁ שָׁנִ֖ים וּמָאתַ֣יִם שָׁנָ֑ה ,וַיִּהְי֣וּ יְמֵי־תֶ֔רַח חָמֵ֥שׁ שָׁנִ֖ים וּמָאתַ֣יִם שָׁנָ֑ה ,PreC
215,5477,Genesis 11:32,Genesis,card,מאה,מָאתַ֣יִם ,חָמֵ֥שׁ שָׁנִ֖ים וּמָאתַ֣יִם שָׁנָ֑ה ,וַיִּהְי֣וּ יְמֵי־תֶ֔רַח חָמֵ֥שׁ שָׁנִ֖ים וּמָאתַ֣יִם שָׁנָ֑ה ,PreC
216,5546,Genesis 12:4,Genesis,card,חמשׁ,חָמֵ֤שׁ ,בֶּן־חָמֵ֤שׁ שָׁנִים֙ וְשִׁבְעִ֣ים שָׁנָ֔ה ,וְאַבְרָ֗ם בֶּן־חָמֵ֤שׁ שָׁנִים֙ וְשִׁבְעִ֣ים שָׁנָ֔ה בְּצֵאתֹ֖ו מֵחָרָֽן׃ ,PreC
217,5549,Genesis 12:4,Genesis,card,שׁבע,שִׁבְעִ֣ים ,בֶּן־חָמֵ֤שׁ שָׁנִים֙ וְשִׁבְעִ֣ים שָׁנָ֔ה ,וְאַבְרָ֗ם בֶּן־חָמֵ֤שׁ שָׁנִים֙ וְשִׁבְעִ֣ים שָׁנָ֔ה בְּצֵאתֹ֖ו מֵחָרָֽן׃ ,PreC
218,5931,Genesis 13:4,Genesis,ordn,ראשׁון,רִאשֹׁנָ֑ה ,בָּרִאשֹׁנָ֑ה ,וַיֵּ֨לֶךְ֙ לְמַסָּעָ֔יו מִנֶּ֖גֶב וְעַד־בֵּֽית־אֵ֑ל עַד־הַמָּקֹ֗ום אֲשֶׁר־הָ֨יָה שָׁ֤ם אָֽהֳלֹו֙ בַּתְּחִלָּ֔ה בֵּ֥ין בֵּֽית־אֵ֖ל וּבֵ֥ין הָעָֽי׃ אֶל־מְקֹום֙ הַמִּזְבֵּ֔חַ אֲשֶׁר־עָ֥שָׂה שָׁ֖ם בָּרִאשֹׁנָ֑ה ,Time
219,6263,Genesis 14:4,Genesis,card,שׁנים,שְׁתֵּ֤ים ,שְׁתֵּ֤ים עֶשְׂרֵה֙ שָׁנָ֔ה ,שְׁתֵּ֤ים עֶשְׂרֵה֙ שָׁנָ֔ה עָבְד֖וּ אֶת־כְּדָרְלָעֹ֑מֶר ,Time
220,6264,Genesis 14:4,Genesis,card,עשׂרה,עֶשְׂרֵה֙ ,שְׁתֵּ֤ים עֶשְׂרֵה֙ שָׁנָ֔ה ,שְׁתֵּ֤ים עֶשְׂרֵה֙ שָׁנָ֔ה עָבְד֖וּ אֶת־כְּדָרְלָעֹ֑מֶר ,Time
221,6270,Genesis 14:4,Genesis,card,שׁלשׁ,שְׁלֹשׁ־,שְׁלֹשׁ־עֶשְׂרֵ֥ה שָׁנָ֖ה ,וּשְׁלֹשׁ־עֶשְׂרֵ֥ה שָׁנָ֖ה מָרָֽדוּ׃ ,Time
222,6271,Genesis 14:4,Genesis,card,עשׂרה,עֶשְׂרֵ֥ה ,שְׁלֹשׁ־עֶשְׂרֵ֥ה שָׁנָ֖ה ,וּשְׁלֹשׁ־עֶשְׂרֵ֥ה שָׁנָ֖ה מָרָֽדוּ׃ ,Time
223,6276,Genesis 14:5,Genesis,card,ארבע,אַרְבַּע֩ ,בְאַרְבַּע֩ עֶשְׂרֵ֨ה שָׁנָ֜ה ,וּבְאַרְבַּע֩ עֶשְׂרֵ֨ה שָׁנָ֜ה בָּ֣א כְדָרְלָעֹ֗מֶר וְהַמְּלָכִים֙ אֲשֶׁ֣ר אִתֹּ֔ו ,Time
224,6277,Genesis 14:5,Genesis,card,עשׂרה,עֶשְׂרֵ֨ה ,בְאַרְבַּע֩ עֶשְׂרֵ֨ה שָׁנָ֜ה ,וּבְאַרְבַּע֩ עֶשְׂרֵ֨ה שָׁנָ֜ה בָּ֣א כְדָרְלָעֹ֗מֶר וְהַמְּלָכִים֙ אֲשֶׁ֣ר אִתֹּ֔ו ,Time
225,6384,Genesis 14:9,Genesis,card,ארבע,אַרְבָּעָ֥ה ,אַרְבָּעָ֥ה מְלָכִ֖ים ,וַיַּֽעַרְכ֤וּ אִתָּם֙ מִלְחָמָ֔ה בְּעֵ֖מֶק הַשִּׂדִּֽים׃ אֵ֣ת כְּדָרְלָעֹ֜מֶר מֶ֣לֶךְ עֵילָ֗ם וְתִדְעָל֙ מֶ֣לֶךְ גֹּויִ֔ם וְאַמְרָפֶל֙ מֶ֣לֶךְ שִׁנְעָ֔ר וְאַרְיֹ֖וךְ מֶ֣לֶךְ אֶלָּסָ֑ר אַרְבָּעָ֥ה מְלָכִ֖ים אֶת־הַחֲמִשָּֽׁה׃ ,Subj
226,6388,Genesis 14:9,Genesis,card,חמשׁ,חֲמִשָּֽׁה׃ ,אֶת־הַחֲמִשָּֽׁה׃ ,וַיַּֽעַרְכ֤וּ אִתָּם֙ מִלְחָמָ֔ה בְּעֵ֖מֶק הַשִּׂדִּֽים׃ אֵ֣ת כְּדָרְלָעֹ֜מֶר מֶ֣לֶךְ עֵילָ֗ם וְתִדְעָל֙ מֶ֣לֶךְ גֹּויִ֔ם וְאַמְרָפֶל֙ מֶ֣לֶךְ שִׁנְעָ֔ר וְאַרְיֹ֖וךְ מֶ֣לֶךְ אֶלָּסָ֑ר אַרְבָּעָ֥ה מְלָכִ֖ים אֶת־הַחֲמִשָּֽׁה׃ ,Cmpl
227,6481,Genesis 14:14,Genesis,card,שׁמנה,שְׁמֹנָ֤ה ,אֶת־חֲנִיכָ֜יו יְלִידֵ֣י בֵיתֹ֗ו שְׁמֹנָ֤ה עָשָׂר֙ וּשְׁלֹ֣שׁ מֵאֹ֔ות ,וַיָּ֨רֶק אֶת־חֲנִיכָ֜יו יְלִידֵ֣י בֵיתֹ֗ו שְׁמֹנָ֤ה עָשָׂר֙ וּשְׁלֹ֣שׁ מֵאֹ֔ות ,Objc
228,6482,Genesis 14:14,Genesis,card,עשׂר,עָשָׂר֙ ,אֶת־חֲנִיכָ֜יו יְלִידֵ֣י בֵיתֹ֗ו שְׁמֹנָ֤ה עָשָׂר֙ וּשְׁלֹ֣שׁ מֵאֹ֔ות ,וַיָּ֨רֶק אֶת־חֲנִיכָ֜יו יְלִידֵ֣י בֵיתֹ֗ו שְׁמֹנָ֤ה עָשָׂר֙ וּשְׁלֹ֣שׁ מֵאֹ֔ות ,Objc
229,6484,Genesis 14:14,Genesis,card,שׁלשׁ,שְׁלֹ֣שׁ ,אֶת־חֲנִיכָ֜יו יְלִידֵ֣י בֵיתֹ֗ו שְׁמֹנָ֤ה עָשָׂר֙ וּשְׁלֹ֣שׁ מֵאֹ֔ות ,וַיָּ֨רֶק אֶת־חֲנִיכָ֜יו יְלִידֵ֣י בֵיתֹ֗ו שְׁמֹנָ֤ה עָשָׂר֙ וּשְׁלֹ֣שׁ מֵאֹ֔ות ,Objc
230,6485,Genesis 14:14,Genesis,card,מאה,מֵאֹ֔ות ,אֶת־חֲנִיכָ֜יו יְלִידֵ֣י בֵיתֹ֗ו שְׁמֹנָ֤ה עָשָׂר֙ וּשְׁלֹ֣שׁ מֵאֹ֔ות ,וַיָּ֨רֶק אֶת־חֲנִיכָ֜יו יְלִידֵ֣י בֵיתֹ֗ו שְׁמֹנָ֤ה עָשָׂר֙ וּשְׁלֹ֣שׁ מֵאֹ֔ות ,Objc
231,6898,Genesis 15:13,Genesis,card,ארבע,אַרְבַּ֥ע ,אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ ,וְעִנּ֣וּ אֹתָ֑ם אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ ,Time
232,6899,Genesis 15:13,Genesis,card,מאה,מֵאֹ֖ות ,אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ ,וְעִנּ֣וּ אֹתָ֑ם אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ ,Time
233,6930,Genesis 15:16,Genesis,ordn,רביעי,רְבִיעִ֖י ,דֹ֥ור רְבִיעִ֖י ,וְדֹ֥ור רְבִיעִ֖י יָשׁ֣וּבוּ הֵ֑נָּה ,Subj
234,7082,Genesis 16:3,Genesis,card,עשׂר,עֶ֣שֶׂר ,מִקֵּץ֙ עֶ֣שֶׂר שָׁנִ֔ים ,וַתִּקַּ֞ח שָׂרַ֣י אֵֽשֶׁת־אַבְרָ֗ם אֶת־הָגָ֤ר הַמִּצְרִית֙ שִׁפְחָתָ֔הּ מִקֵּץ֙ עֶ֣שֶׂר שָׁנִ֔ים לְשֶׁ֥בֶת אַבְרָ֖ם בְּאֶ֣רֶץ כְּנָ֑עַן ,Time
235,7312,Genesis 16:16,Genesis,card,שׁמנה,שְׁמֹנִ֥ים ,בֶּן־שְׁמֹנִ֥ים שָׁנָ֖ה וְשֵׁ֣שׁ שָׁנִ֑ים ,וְאַבְרָ֕ם בֶּן־שְׁמֹנִ֥ים שָׁנָ֖ה וְשֵׁ֣שׁ שָׁנִ֑ים בְּלֶֽדֶת־הָגָ֥ר אֶת־יִשְׁמָעֵ֖אל לְאַבְרָֽם׃ ס ,PreC
236,7315,Genesis 16:16,Genesis,card,שׁשׁ,שֵׁ֣שׁ ,בֶּן־שְׁמֹנִ֥ים שָׁנָ֖ה וְשֵׁ֣שׁ שָׁנִ֑ים ,וְאַבְרָ֕ם בֶּן־שְׁמֹנִ֥ים שָׁנָ֖ה וְשֵׁ֣שׁ שָׁנִ֑ים בְּלֶֽדֶת־הָגָ֥ר אֶת־יִשְׁמָעֵ֖אל לְאַבְרָֽם׃ ס ,PreC
237,7328,Genesis 17:1,Genesis,card,תשׁע,תִּשְׁעִ֥ים ,בֶּן־תִּשְׁעִ֥ים שָׁנָ֖ה וְתֵ֣שַׁע שָׁנִ֑ים ,וַיְהִ֣י אַבְרָ֔ם בֶּן־תִּשְׁעִ֥ים שָׁנָ֖ה וְתֵ֣שַׁע שָׁנִ֑ים ,PreC
238,7331,Genesis 17:1,Genesis,card,תשׁע,תֵ֣שַׁע ,בֶּן־תִּשְׁעִ֥ים שָׁנָ֖ה וְתֵ֣שַׁע שָׁנִ֑ים ,וַיְהִ֣י אַבְרָ֔ם בֶּן־תִּשְׁעִ֥ים שָׁנָ֖ה וְתֵ֣שַׁע שָׁנִ֑ים ,PreC
239,7506,Genesis 17:12,Genesis,card,שׁמנה,שְׁמֹנַ֣ת ,בֶן־שְׁמֹנַ֣ת יָמִ֗ים ,וּבֶן־שְׁמֹנַ֣ת יָמִ֗ים יִמֹּ֥ול לָכֶ֛ם כָּל־זָכָ֖ר לְדֹרֹתֵיכֶ֑ם יְלִ֣יד בָּ֔יִת וּמִקְנַת־כֶּ֨סֶף֙ מִכֹּ֣ל בֶּן־נֵכָ֔ר אֲשֶׁ֛ר לֹ֥א מִֽזַּרְעֲךָ֖ הֽוּא׃ ,PrAd
240,7611,Genesis 17:17,Genesis,card,מאה,מֵאָֽה־,לְּבֶ֤ן מֵאָֽה־שָׁנָה֙ ,הַלְּבֶ֤ן מֵאָֽה־שָׁנָה֙ יִוָּלֵ֔ד ,Cmpl
241,7619,Genesis 17:17,Genesis,card,תשׁע,תִּשְׁעִ֥ים ,בַת־תִּשְׁעִ֥ים שָׁנָ֖ה ,וְאִ֨ם־שָׂרָ֔ה הֲבַת־תִּשְׁעִ֥ים שָׁנָ֖ה תֵּלֵֽד׃ ,Subj
242,7674,Genesis 17:20,Genesis,card,שׁנים,שְׁנֵים־,שְׁנֵים־עָשָׂ֤ר נְשִׂיאִם֙ ,שְׁנֵים־עָשָׂ֤ר נְשִׂיאִם֙ יֹולִ֔יד ,Objc
243,7675,Genesis 17:20,Genesis,card,עשׂר,עָשָׂ֤ר ,שְׁנֵים־עָשָׂ֤ר נְשִׂיאִם֙ ,שְׁנֵים־עָשָׂ֤ר נְשִׂיאִם֙ יֹולִ֔יד ,Objc
244,7755,Genesis 17:24,Genesis,card,תשׁע,תִּשְׁעִ֥ים ,בֶּן־תִּשְׁעִ֥ים וָתֵ֖שַׁע שָׁנָ֑ה ,וְאַ֨בְרָהָ֔ם בֶּן־תִּשְׁעִ֥ים וָתֵ֖שַׁע שָׁנָ֑ה בְּהִמֹּלֹ֖ו בְּשַׂ֥ר עָרְלָתֹֽו׃ ,PreC
245,7757,Genesis 17:24,Genesis,card,תשׁע,תֵ֖שַׁע ,בֶּן־תִּשְׁעִ֥ים וָתֵ֖שַׁע שָׁנָ֑ה ,וְאַ֨בְרָהָ֔ם בֶּן־תִּשְׁעִ֥ים וָתֵ֖שַׁע שָׁנָ֑ה בְּהִמֹּלֹ֖ו בְּשַׂ֥ר עָרְלָתֹֽו׃ ,PreC
246,7767,Genesis 17:25,Genesis,card,שׁלשׁ,שְׁלֹ֥שׁ ,בֶּן־שְׁלֹ֥שׁ עֶשְׂרֵ֖ה שָׁנָ֑ה ,וְיִשְׁמָעֵ֣אל בְּנֹ֔ו בֶּן־שְׁלֹ֥שׁ עֶשְׂרֵ֖ה שָׁנָ֑ה בְּהִ֨מֹּלֹ֔ו אֵ֖ת בְּשַׂ֥ר עָרְלָתֹֽו׃ ,PreC
247,7768,Genesis 17:25,Genesis,card,עשׂרה,עֶשְׂרֵ֖ה ,בֶּן־שְׁלֹ֥שׁ עֶשְׂרֵ֖ה שָׁנָ֑ה ,וְיִשְׁמָעֵ֣אל בְּנֹ֔ו בֶּן־שְׁלֹ֥שׁ עֶשְׂרֵ֖ה שָׁנָ֑ה בְּהִ֨מֹּלֹ֔ו אֵ֖ת בְּשַׂ֥ר עָרְלָתֹֽו׃ ,PreC
248,7825,Genesis 18:2,Genesis,card,שׁלשׁ,שְׁלֹשָׁ֣ה ,שְׁלֹשָׁ֣ה אֲנָשִׁ֔ים ,וְהִנֵּה֙ שְׁלֹשָׁ֣ה אֲנָשִׁ֔ים נִצָּבִ֖ים עָלָ֑יו ,Subj
249,7901,Genesis 18:6,Genesis,card,שׁלשׁ,שְׁלֹ֤שׁ ,שְׁלֹ֤שׁ סְאִים֙ קֶ֣מַח סֹ֔לֶת ,שְׁלֹ֤שׁ סְאִים֙ קֶ֣מַח סֹ֔לֶת ל֖וּשִׁי ,Objc
250,8207,Genesis 18:24,Genesis,card,חמשׁ,חֲמִשִּׁ֥ים ,חֲמִשִּׁ֥ים צַדִּיקִ֖ם ,אוּלַ֥י יֵ֛שׁ חֲמִשִּׁ֥ים צַדִּיקִ֖ם בְּתֹ֣וךְ הָעִ֑יר ,Subj
251,8223,Genesis 18:24,Genesis,card,חמשׁ,חֲמִשִּׁ֥ים ,לְמַ֛עַן חֲמִשִּׁ֥ים הַצַּדִּיקִ֖ם ,וְלֹא־תִשָּׂ֣א לַמָּקֹ֔ום לְמַ֛עַן חֲמִשִּׁ֥ים הַצַּדִּיקִ֖ם אֲשֶׁ֥ר בְּקִרְבָּֽהּ׃ ,Adju
252,8268,Genesis 18:26,Genesis,card,חמשׁ,חֲמִשִּׁ֥ים ,חֲמִשִּׁ֥ים צַדִּיקִ֖ם ,אִם־אֶמְצָ֥א בִסְדֹ֛ם חֲמִשִּׁ֥ים צַדִּיקִ֖ם בְּתֹ֣וךְ הָעִ֑יר ,Objc
253,8301,Genesis 18:28,Genesis,card,חמשׁ,חֲמִשִּׁ֤ים ,חֲמִשִּׁ֤ים הַצַּדִּיקִם֙ ,א֠וּלַי יַחְסְר֞וּן חֲמִשִּׁ֤ים הַצַּדִּיקִם֙ חֲמִשָּׁ֔ה ,Subj
254,8304,Genesis 18:28,Genesis,card,חמשׁ,חֲמִשָּׁ֔ה ,חֲמִשָּׁ֔ה ,א֠וּלַי יַחְסְר֞וּן חֲמִשִּׁ֤ים הַצַּדִּיקִם֙ חֲמִשָּׁ֔ה ,Objc
255,8308,Genesis 18:28,Genesis,card,חמשׁ,חֲמִשָּׁ֖ה ,בַּחֲמִשָּׁ֖ה ,הֲתַשְׁחִ֥ית בַּחֲמִשָּׁ֖ה אֶת־כָּל־הָעִ֑יר ,Adju
256,8320,Genesis 18:28,Genesis,card,ארבע,אַרְבָּעִ֖ים ,אַרְבָּעִ֖ים וַחֲמִשָּֽׁה׃ ,אִם־אֶמְצָ֣א שָׁ֔ם אַרְבָּעִ֖ים וַחֲמִשָּֽׁה׃ ,Objc
257,8322,Genesis 18:28,Genesis,card,חמשׁ,חֲמִשָּֽׁה׃ ,אַרְבָּעִ֖ים וַחֲמִשָּֽׁה׃ ,אִם־אֶמְצָ֣א שָׁ֔ם אַרְבָּעִ֖ים וַחֲמִשָּֽׁה׃ ,Objc
258,8334,Genesis 18:29,Genesis,card,ארבע,אַרְבָּעִ֑ים ,אַרְבָּעִ֑ים ,אוּלַ֛י יִמָּצְא֥וּן שָׁ֖ם אַרְבָּעִ֑ים ,Subj
259,8342,Genesis 18:29,Genesis,card,ארבע,אַרְבָּעִֽים׃ ,בַּעֲב֖וּר הָאַרְבָּעִֽים׃ ,לֹ֣א אֶֽעֱשֶׂ֔ה בַּעֲב֖וּר הָאַרְבָּעִֽים׃ ,Adju
260,8355,Genesis 18:30,Genesis,card,שׁלשׁ,שְׁלֹשִׁ֑ים ,שְׁלֹשִׁ֑ים ,אוּלַ֛י יִמָּצְא֥וּן שָׁ֖ם שְׁלֹשִׁ֑ים ,Subj
261,8363,Genesis 18:30,Genesis,card,שׁלשׁ,שְׁלֹשִֽׁים׃ ,שְׁלֹשִֽׁים׃ ,אִם־אֶמְצָ֥א שָׁ֖ם שְׁלֹשִֽׁים׃ ,Objc
262,8376,Genesis 18:31,Genesis,card,עשׂרים,עֶשְׂרִ֑ים ,עֶשְׂרִ֑ים ,אוּלַ֛י יִמָּצְא֥וּן שָׁ֖ם עֶשְׂרִ֑ים ,Subj
263,8384,Genesis 18:31,Genesis,card,עשׂרים,עֶשְׂרִֽים׃ ,בַּעֲב֖וּר הָֽעֶשְׂרִֽים׃ ,לֹ֣א אַשְׁחִ֔ית בַּעֲב֖וּר הָֽעֶשְׂרִֽים׃ ,Adju
264,8400,Genesis 18:32,Genesis,card,עשׂרה,עֲשָׂרָ֑ה ,עֲשָׂרָ֑ה ,אוּלַ֛י יִמָּצְא֥וּן שָׁ֖ם עֲשָׂרָ֑ה ,Subj
265,8408,Genesis 18:32,Genesis,card,עשׂרה,עֲשָׂרָֽה׃ ,בַּעֲב֖וּר הָעֲשָׂרָֽה׃ ,לֹ֣א אַשְׁחִ֔ית בַּעֲב֖וּר הָעֲשָׂרָֽה׃ ,Adju
266,8426,Genesis 19:1,Genesis,card,שׁנים,שְׁנֵ֨י ,שְׁנֵ֨י הַמַּלְאָכִ֤ים ,וַ֠יָּבֹאוּ שְׁנֵ֨י הַמַּלְאָכִ֤ים סְדֹ֨מָה֙ בָּעֶ֔רֶב ,Subj
267,8561,Genesis 19:8,Genesis,card,שׁנים,שְׁתֵּ֣י ,שְׁתֵּ֣י בָנֹ֗ות ,הִנֵּה־נָ֨א לִ֜י שְׁתֵּ֣י בָנֹ֗ות אֲשֶׁ֤ר לֹֽא־יָדְעוּ֙ אִ֔ישׁ ,Subj
268,8602,Genesis 19:9,Genesis,card,אחד,אֶחָ֤ד ,הָאֶחָ֤ד ,הָאֶחָ֤ד בָּֽא־לָגוּר֙ ,Subj
269,8763,Genesis 19:15,Genesis,card,שׁנים,שְׁתֵּ֤י ,אֶֽת־אִשְׁתְּךָ֜ וְאֶת־שְׁתֵּ֤י בְנֹתֶ֨יךָ֙ ,קַ֨ח אֶֽת־אִשְׁתְּךָ֜ וְאֶת־שְׁתֵּ֤י בְנֹתֶ֨יךָ֙ הַנִּמְצָאֹ֔ת ,Objc
270,8788,Genesis 19:16,Genesis,card,שׁנים,שְׁתֵּ֣י ,בְּיָדֹ֣ו וּבְיַד־אִשְׁתֹּ֗ו וּבְיַד֙ שְׁתֵּ֣י בְנֹתָ֔יו ,וַיַּחֲזִ֨קוּ הָאֲנָשִׁ֜ים בְּיָדֹ֣ו וּבְיַד־אִשְׁתֹּ֗ו וּבְיַד֙ שְׁתֵּ֣י בְנֹתָ֔יו בְּחֶמְלַ֥ת יְהוָ֖ה עָלָ֑יו ,Cmpl
271,9071,Genesis 19:30,Genesis,card,שׁנים,שְׁתֵּ֤י ,שְׁתֵּ֤י בְנֹתָיו֙ ,וּשְׁתֵּ֤י בְנֹתָיו֙ עִמֹּ֔ו ,Subj
272,9087,Genesis 19:30,Genesis,card,שׁנים,שְׁתֵּ֥י ,ה֖וּא וּשְׁתֵּ֥י בְנֹתָֽיו׃ ,וַיֵּ֨שֶׁב֙ בַּמְּעָרָ֔ה ה֖וּא וּשְׁתֵּ֥י בְנֹתָֽיו׃ ,Subj
273,9208,Genesis 19:36,Genesis,card,שׁנים,שְׁתֵּ֥י ,שְׁתֵּ֥י בְנֹֽות־לֹ֖וט ,וַֽתַּהֲרֶ֛יןָ שְׁתֵּ֥י בְנֹֽות־לֹ֖וט מֵאֲבִיהֶֽן׃ ,Subj
274,9571,Genesis 20:16,Genesis,card,אלף,אֶ֤לֶף ,אֶ֤לֶף כֶּ֨סֶף֙ ,הִנֵּ֨ה נָתַ֜תִּי אֶ֤לֶף כֶּ֨סֶף֙ לְאָחִ֔יךְ ,Objc
275,9676,Genesis 21:4,Genesis,card,שׁמנה,שְׁמֹנַ֖ת ,אֶת־יִצְחָ֣ק בְּנֹ֔ו בֶּן־שְׁמֹנַ֖ת יָמִ֑ים ,וַיָּ֤מָל אַבְרָהָם֙ אֶת־יִצְחָ֣ק בְּנֹ֔ו בֶּן־שְׁמֹנַ֖ת יָמִ֑ים כַּאֲשֶׁ֛ר צִוָּ֥ה אֹתֹ֖ו אֱלֹהִֽים׃ ,Objc
276,9686,Genesis 21:5,Genesis,card,מאה,מְאַ֣ת ,בֶּן־מְאַ֣ת שָׁנָ֑ה ,וְאַבְרָהָ֖ם בֶּן־מְאַ֣ת שָׁנָ֑ה בְּהִוָּ֣לֶד לֹ֔ו אֵ֖ת יִצְחָ֥ק בְּנֹֽו׃ ,PreC
277,9871,Genesis 21:15,Genesis,card,אחד,אַחַ֥ד ,תַּ֖חַת אַחַ֥ד הַשִּׂיחִֽם׃ ,וַתַּשְׁלֵ֣ךְ אֶת־הַיֶּ֔לֶד תַּ֖חַת אַחַ֥ד הַשִּׂיחִֽם׃ ,Cmpl
278,10118,Genesis 21:27,Genesis,card,שׁנים,שְׁנֵיהֶ֖ם ,שְׁנֵיהֶ֖ם ,וַיִּכְרְת֥וּ שְׁנֵיהֶ֖ם בְּרִֽית׃ ,Subj
279,10124,Genesis 21:28,Genesis,card,שׁבע,שֶׁ֛בַע ,אֶת־שֶׁ֛בַע כִּבְשֹׂ֥ת הַצֹּ֖אן ,וַיַּצֵּ֣ב אַבְרָהָ֗ם אֶת־שֶׁ֛בַע כִּבְשֹׂ֥ת הַצֹּ֖אן לְבַדְּהֶֽן׃ ,Objc
280,10137,Genesis 21:29,Genesis,card,שׁבע,שֶׁ֤בַע ,הֵ֗נָּה שֶׁ֤בַע כְּבָשֹׂת֙ הָאֵ֔לֶּה ,מָ֣ה הֵ֗נָּה שֶׁ֤בַע כְּבָשֹׂת֙ הָאֵ֔לֶּה אֲשֶׁ֥ר הִצַּ֖בְתָּ לְבַדָּֽנָה׃ ,Subj
281,10149,Genesis 21:30,Genesis,card,שׁבע,שֶׁ֣בַע ,אֶת־שֶׁ֣בַע כְּבָשֹׂ֔ת ,כִּ֚י אֶת־שֶׁ֣בַע כְּבָשֹׂ֔ת תִּקַּ֖ח מִיָּדִ֑י ,Objc
282,10180,Genesis 21:31,Genesis,card,שׁנים,שְׁנֵיהֶֽם׃ ,שְׁנֵיהֶֽם׃ ,כִּ֛י שָׁ֥ם נִשְׁבְּע֖וּ שְׁנֵיהֶֽם׃ ,Subj
283,10266,Genesis 22:2,Genesis,card,אחד,אַחַ֣ד ,עַ֚ל אַחַ֣ד הֶֽהָרִ֔ים ,וְהַעֲלֵ֤הוּ שָׁם֙ לְעֹלָ֔ה עַ֚ל אַחַ֣ד הֶֽהָרִ֔ים אֲשֶׁ֖ר אֹמַ֥ר אֵלֶֽיךָ׃ ,Loca
284,10285,Genesis 22:3,Genesis,card,שׁנים,שְׁנֵ֤י ,אֶת־שְׁנֵ֤י נְעָרָיו֙ וְאֵ֖ת יִצְחָ֣ק בְּנֹ֑ו ,וַיִּקַּ֞ח אֶת־שְׁנֵ֤י נְעָרָיו֙ אִתֹּ֔ו וְאֵ֖ת יִצְחָ֣ק בְּנֹ֑ו ,Objc
285,10312,Genesis 22:4,Genesis,ordn,שׁלישׁי,שְּׁלִישִׁ֗י ,בַּיֹּ֣ום הַשְּׁלִישִׁ֗י ,בַּיֹּ֣ום הַשְּׁלִישִׁ֗י וַיִּשָּׂ֨א אַבְרָהָ֧ם אֶת־עֵינָ֛יו ,Frnt
286,10374,Genesis 22:6,Genesis,card,שׁנים,שְׁנֵיהֶ֖ם ,שְׁנֵיהֶ֖ם ,וַיֵּלְכ֥וּ שְׁנֵיהֶ֖ם יַחְדָּֽו׃ ,Subj
287,10416,Genesis 22:8,Genesis,card,שׁנים,שְׁנֵיהֶ֖ם ,שְׁנֵיהֶ֖ם ,וַיֵּלְכ֥וּ שְׁנֵיהֶ֖ם יַחְדָּֽו׃ ,Subj
