reference,match_text,distance,same?,notes,suffix,subject,sfx_pgn,sbj_pgn,context,con_typs,con_doms,ca_typ,mo_typ,ca,mother
Jeremiah 5:6-5,"אַ֣ךְ הֵ֤מָּה יַחְדָּו֙ שָׁ֣בְרוּ עֹ֔ל 
...
כִּ֤י רַבּוּ֙ פִּשְׁעֵיהֶ֔ם ",8,,,פִּשְׁעֵיהֶ֔ם ,הֵ֤מָּה ,"('p3', 'm', 'pl')","('p3', 'm', 'pl')","מִשְׁפַּ֖ט אֱלֹהֵיהֶֽם׃ –––––––––
אֵֽלֲכָה־לִּ֤י אֶל־הַגְּדֹלִים֙ ––––––
וַאֲדַבְּרָ֣ה אֹותָ֔ם ––––––––
כִּ֣י הֵ֗מָּה יָדְעוּ֙ דֶּ֣רֶךְ יְהוָ֔ה –––––––
מִשְׁפַּ֖ט אֱלֹהֵיהֶ֑ם ––––––––
אַ֣ךְ הֵ֤מָּה יַחְדָּו֙ שָׁ֣בְרוּ עֹ֔ל *––––
נִתְּק֖וּ מֹוסֵרֹֽות׃ –––––––
עַל־כֵּן֩ הִכָּ֨ם אַרְיֵ֜ה מִיַּ֗עַר ––––––
זְאֵ֤ב עֲרָבֹות֙ יְשָׁדְדֵ֔ם –––––––
נָמֵ֤ר שֹׁקֵד֙ עַל־עָ֣רֵיהֶ֔ם ––––––––
כָּל־–––––––––
הַיֹּוצֵ֥א מֵהֵ֖נָּה –––––––––––
יִטָּרֵ֑ף ––––––––––
כִּ֤י רַבּוּ֙ פִּשְׁעֵיהֶ֔ם *–––––
עָצְמ֖וּ מְשֻׁבֹותֵיהֶֽם׃ ––––––
אֵ֤י לָזֹאת֙ אֶֽסְלַֽח־לָ֔ךְ –
בָּנַ֣יִךְ עֲזָב֔וּנִי –––
וַיִּשָּׁבְע֖וּ בְּלֹ֣א אֱלֹהִ֑ים –––––
וָאַשְׂבִּ֤עַ אֹותָם֙ ––––––","Ellp
ZYq0
WYq0
XQtl
Ellp
XQtl
ZQt0
xQtX
XYqt
Ptcp
Defc
Ptcp
ZYq0
xQtX
ZQtX
xYq0
XQtl
Way0
Way0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
N
N",xQtX,XQtl,562710,562702
Jeremiah 46:21-20,"עֶגְלָ֥ה יְפֵֽה־פִיָּ֖ה מִצְרָ֑יִם 
...
גַּם־שְׂכִרֶ֤יהָ בְקִרְבָּהּ֙ כְּעֶגְלֵ֣י מַרְבֵּ֔ק ",3,,,שְׂכִרֶ֤יהָ ,מִצְרָ֑יִם ,"('p3', 'f', 'sg')","('NA', 'unknown', 'sg')","כִּ֚י כְּתָבֹ֣ור בֶּֽהָרִ֔ים וּכְכַרְמֶ֖ל בַּיָּ֥ם יָבֹֽוא׃ ––––––
כְּלֵ֤י גֹולָה֙ עֲשִׂ֣י לָ֔ךְ –––––
יֹושֶׁ֖בֶת בַּת־מִצְרָ֑יִם –––––––––
כִּֽי־נֹף֙ לְשַׁמָּ֣ה תִֽהְיֶ֔ה ––––––––
וְנִצְּתָ֖ה מֵאֵ֥ין יֹושֵֽׁב׃ ס –––––––––
עֶגְלָ֥ה יְפֵֽה־פִיָּ֖ה מִצְרָ֑יִם *–––––––
קֶ֥רֶץ מִצָּפֹ֖ון בָּ֥א ––––––––––
בָֽא׃ –––––––––––
גַּם־שְׂכִרֶ֤יהָ בְקִרְבָּהּ֙ כְּעֶגְלֵ֣י מַרְבֵּ֔ק *–––––––––
כִּֽי־גַם־הֵ֧מָּה הִפְנ֛וּ ––––––––––
נָ֥סוּ יַחְדָּ֖יו ––––––––––––
לֹ֣א עָמָ֑דוּ –––––––––––––
כִּ֣י יֹ֥ום אֵידָ֛ם בָּ֥א עֲלֵיהֶ֖ם עֵ֥ת פְּקֻדָּתָֽם׃ –––––––––––
קֹולָ֖הּ כַּנָּחָ֣שׁ יֵלֵ֑ךְ ––––––––","xYq0
xIm0
Voct
XYqt
WQt0
NmCl
XQtl
ZQt0
NmCl
XQtl
ZQt0
xQt0
XQtl
XYqt","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",NmCl,NmCl,567413,567410
Jeremiah 46:22-20,"עֶגְלָ֥ה יְפֵֽה־פִיָּ֖ה מִצְרָ֑יִם 
...
קֹולָ֖הּ כַּנָּחָ֣שׁ יֵלֵ֑ךְ ",8,,,קֹולָ֖הּ ,מִצְרָ֑יִם ,"('p3', 'f', 'sg')","('NA', 'unknown', 'sg')","כִּ֚י כְּתָבֹ֣ור בֶּֽהָרִ֔ים וּכְכַרְמֶ֖ל בַּיָּ֥ם יָבֹֽוא׃ ––––––
כְּלֵ֤י גֹולָה֙ עֲשִׂ֣י לָ֔ךְ –––––
יֹושֶׁ֖בֶת בַּת־מִצְרָ֑יִם –––––––––
כִּֽי־נֹף֙ לְשַׁמָּ֣ה תִֽהְיֶ֔ה ––––––––
וְנִצְּתָ֖ה מֵאֵ֥ין יֹושֵֽׁב׃ ס –––––––––
עֶגְלָ֥ה יְפֵֽה־פִיָּ֖ה מִצְרָ֑יִם *–––––––
קֶ֥רֶץ מִצָּפֹ֖ון בָּ֥א ––––––––––
בָֽא׃ –––––––––––
גַּם־שְׂכִרֶ֤יהָ בְקִרְבָּהּ֙ כְּעֶגְלֵ֣י מַרְבֵּ֔ק –––––––––
כִּֽי־גַם־הֵ֧מָּה הִפְנ֛וּ ––––––––––
נָ֥סוּ יַחְדָּ֖יו ––––––––––––
לֹ֣א עָמָ֑דוּ –––––––––––––
כִּ֣י יֹ֥ום אֵידָ֛ם בָּ֥א עֲלֵיהֶ֖ם עֵ֥ת פְּקֻדָּתָֽם׃ –––––––––––
קֹולָ֖הּ כַּנָּחָ֣שׁ יֵלֵ֑ךְ *––––––––
כִּֽי־בְחַ֣יִל יֵלֵ֔כוּ –––––––––
וּבְקַרְדֻּמֹּות֙ בָּ֣אוּ לָ֔הּ כְּחֹטְבֵ֖י עֵצִֽים׃ ––––––––––
כָּרְת֤וּ יַעְרָהּ֙ –––––––––––
נְאֻם־יְהוָ֔ה –––––––––––––
כִּ֖י לֹ֣א יֵֽחָקֵ֑ר ––––––––––––","xYq0
xIm0
Voct
XYqt
WQt0
NmCl
XQtl
ZQt0
NmCl
XQtl
ZQt0
xQt0
XQtl
XYqt
xYq0
WxQ0
ZQt0
MSyn
xYq0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",XYqt,NmCl,567418,567410
Jeremiah 48:11,"שַׁאֲנַ֨ן מֹואָ֜ב מִנְּעוּרָ֗יו 
...
עַל־כֵּ֗ן עָמַ֤ד טַעְמֹו֙ בֹּ֔ו ",4,,,טַעְמֹו֙ ,מֹואָ֜ב ,"('p3', 'm', 'sg')","('NA', 'unknown', 'sg')","מֵאֵ֥ין יֹושֵׁ֖ב בָּהֵֽן׃ –––––
אָר֗וּר ––
עֹשֶׂ֛ה מְלֶ֥אכֶת יְהוָ֖ה רְמִיָּ֑ה ––––
וְאָר֕וּר –––
מֹנֵ֥עַ חַרְבֹּ֖ו מִדָּֽם׃ ––––
שַׁאֲנַ֨ן מֹואָ֜ב מִנְּעוּרָ֗יו *––
וְשֹׁקֵ֥ט הוּא֙ אֶל־שְׁמָרָ֔יו ––––––
וְלֹֽא־הוּרַ֤ק מִכְּלִי֙ אֶל־כֶּ֔לִי –––––––
וּבַגֹּולָ֖ה לֹ֣א הָלָ֑ךְ ––––––––
עַל־כֵּ֗ן עָמַ֤ד טַעְמֹו֙ בֹּ֔ו *–––––
וְרֵיחֹ֖ו לֹ֥א נָמָֽר׃ ס ––––––
לָכֵ֞ן הִנֵּ֖ה־יָמִ֤ים בָּאִים֙ ––––
נְאֻם־יְהוָ֔ה ––––––
וְשִׁלַּחְתִּי־לֹ֥ו צֹעִ֖ים –––––
וְצֵעֻ֑הוּ –––––––","Ptcp
Ptcp
Ptcp
Ptcp
Ptcp
ZQtX
Ptcp
WxQ0
WxQ0
xQtX
WXQt
Ptcp
MSyn
WQt0
WQt0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",xQtX,ZQtX,567527,567523
Jeremiah 51:30,"חָדְלוּ֩ גִבֹּורֵ֨י בָבֶ֜ל 
...
נָשְׁתָ֥ה גְבוּרָתָ֖ם ",3,,,גְבוּרָתָ֖ם ,גִבֹּורֵ֨י ,"('p3', 'm', 'pl')","('NA', 'm', 'pl')","קַדְּשׁ֨וּ עָלֶ֤יהָ גֹויִם֙ אֶת־מַלְכֵ֣י מָדַ֔י אֶת־פַּחֹותֶ֖יהָ וְאֶת־כָּל־סְגָנֶ֑יהָ וְאֵ֖ת כָּל־אֶ֥רֶץ מֶמְשַׁלְתֹּֽו׃ –
וַתִּרְעַ֥שׁ הָאָ֖רֶץ ––
וַתָּחֹ֑ל ––––––
כִּ֣י קָ֤מָה עַל־בָּבֶל֙ מַחְשְׁבֹ֣ות יְהוָ֔ה –––––
לָשׂ֞וּם אֶת־אֶ֧רֶץ בָּבֶ֛ל לְשַׁמָּ֖ה מֵאֵ֥ין יֹושֵֽׁב׃ ––––––
חָדְלוּ֩ גִבֹּורֵ֨י בָבֶ֜ל *––––
לְהִלָּחֵ֗ם ––––––––
יָֽשְׁבוּ֙ בַּמְּצָדֹ֔ות –––––––
נָשְׁתָ֥ה גְבוּרָתָ֖ם *––––––
הָי֣וּ לְנָשִׁ֑ים –––––
הִצִּ֥יתוּ מִשְׁכְּנֹתֶ֖יהָ ––––––
נִשְׁבְּר֥וּ בְרִיחֶֽיהָ׃ –––––––
רָ֤ץ –––
לִקְרַאת־רָץ֙ –––––––","ZIm0
WayX
Way0
xQtX
InfC
ZQtX
InfC
ZQt0
ZQtX
ZQt0
ZQt0
ZQtX
Defc
InfC","Q
N
N
N
N
N
N
N
N
N
N
N
D
D",ZQtX,ZQtX,568206,568203
Jeremiah 51:43-41,"אֵ֣יךְ הָיְתָ֧ה לְשַׁמָּ֛ה בָּבֶ֖ל בַּגֹּויִֽם׃ 
...
הָי֤וּ עָרֶ֨יהָ֙ לְשַׁמָּ֔ה אֶ֖רֶץ צִיָּ֣ה וַעֲרָבָ֑ה אֶ֗רֶץ ",3,,,עָרֶ֨יהָ֙ ,בָּבֶ֖ל ,"('p3', 'f', 'sg')","('NA', 'unknown', 'sg')","אֹֽורִידֵ֖ם כְּכָרִ֣ים –––––––––
לִטְבֹ֑וחַ –––––––––––
כְּאֵילִ֖ים עִם־עַתּוּדִֽים׃ ––––––––––
אֵ֚יךְ נִלְכְּדָ֣ה שֵׁשַׁ֔ךְ –––––
וַתִּתָּפֵ֖שׂ תְּהִלַּ֣ת כָּל־הָאָ֑רֶץ ––––––
אֵ֣יךְ הָיְתָ֧ה לְשַׁמָּ֛ה בָּבֶ֖ל בַּגֹּויִֽם׃ *–––––
עָלָ֥ה עַל־בָּבֶ֖ל הַיָּ֑ם ––––––––
בַּהֲמֹ֥ון גַּלָּ֖יו נִכְסָֽתָה׃ –––––––––
הָי֤וּ עָרֶ֨יהָ֙ לְשַׁמָּ֔ה אֶ֖רֶץ צִיָּ֣ה וַעֲרָבָ֑ה אֶ֗רֶץ *–––––––
לֹֽא־יֵשֵׁ֤ב בָּהֵן֙ כָּל־אִ֔ישׁ ––––––––
וְלֹֽא־יַעֲבֹ֥ר בָּהֵ֖ן בֶּן־אָדָֽם׃ –––––––––
וּפָקַדְתִּ֨י עַל־בֵּ֜ל בְּבָבֶ֗ל ––––––
וְהֹצֵאתִ֤י אֶת־בִּלְעֹו֙ מִפִּ֔יו ––––––
וְלֹֽא־יִנְהֲר֥וּ אֵלָ֛יו עֹ֖וד גֹּויִ֑ם ––––––––","ZYq0
InfC
Ellp
xQtX
WayX
xQtX
ZQtX
xQt0
ZQtX
xYqX
WxYX
WQt0
WQt0
WxYX","Q
Q
Q
Q
N
Q
Q
Q
Q
Q
Q
Q
Q
Q",ZQtX,xQtX,568259,568256
Ezekiel 1:18,"וְגַ֨בֵּיהֶ֔ן 
...
וְגַבֹּתָ֗ם מְלֵאֹ֥ת עֵינַ֛יִם סָבִ֖יב לְאַרְבַּעְתָּֽן׃ ",3,,,גַבֹּתָ֗ם ,גַ֨בֵּיהֶ֔ן ,"('p3', 'm', 'pl')","('NA', 'm', 'pl')","עַל־אַרְבַּ֥עַת רִבְעֵיהֶ֖ן ––––––––
בְּלֶכְתָּ֣ם –––––––––––
יֵלֵ֑כוּ ––––––––––
לֹ֥א יִסַּ֖בּוּ –––––––––
בְּלֶכְתָּֽן׃ ––––––––––
וְגַ֨בֵּיהֶ֔ן *–––––––
וְגֹ֥בַהּ לָהֶ֖ם –––––––––
וְיִרְאָ֣ה לָהֶ֑ם –––––––––
וְגַבֹּתָ֗ם מְלֵאֹ֥ת עֵינַ֛יִם סָבִ֖יב לְאַרְבַּעְתָּֽן׃ *––––––––
וּבְלֶ֨כֶת֙ הַֽחַיֹּ֔ות ––––––
יֵלְכ֥וּ הָאֹופַנִּ֖ים אֶצְלָ֑ם ––––––––
וּבְהִנָּשֵׂ֤א הַֽחַיֹּות֙ מֵעַ֣ל הָאָ֔רֶץ –––––––
יִנָּשְׂא֖וּ הָאֹופַנִּֽים׃ –––––––––
עַ֣ל אֲשֶׁר֩ יִֽהְיֶה־שָּׁ֨ם הָר֤וּחַ –––––––––","Defc
InfC
ZYq0
xYq0
InfC
NmCl
NmCl
NmCl
Ptcp
InfC
ZYqX
InfC
ZYqX
xYqX","D
D
D
D
D
N
N
N
N
N
D
N
D
D",Ptcp,NmCl,568543,568540
Ezekiel 23:11-5,"וַתִּ֥זֶן אָהֳלָ֖ה תַּחְתָּ֑י 
...
וַתֵּ֨רֶא֙ אֲחֹותָ֣הּ אָהֳלִיבָ֔ה ",23,,,אֲחֹותָ֣הּ ,אָהֳלָ֖ה ,"('p3', 'f', 'sg')","('NA', 'f', 'sg')","וַתִּֽהְיֶ֣ינָה לִ֔י –––––
וַתֵּלַ֖דְנָה בָּנִ֣ים וּבָנֹ֑ות –––––
וּשְׁמֹותָ֕ן ––––––
שֹׁמְרֹ֣ון אָהֳלָ֔ה –––––––
וִירוּשָׁלִַ֖ם אָהֳלִיבָֽה׃ ––––––––
וַתִּ֥זֶן אָהֳלָ֖ה תַּחְתָּ֑י *––––
וַתַּעְגַּב֙ עַֽל־מְאַהֲבֶ֔יהָ אֶל־אַשּׁ֖וּר קְרֹובִֽים׃ ––––––
לְבֻשֵׁ֤י תְכֵ֨לֶת֙ –––––––––
פַּחֹ֣ות וּסְגָנִ֔ים ––––––––
בַּח֥וּרֵי חֶ֖מֶד כֻּלָּ֑ם –––––––
פָּרָשִׁ֕ים ––––––––
רֹכְבֵ֖י סוּסִֽים׃ –––––––––
וַתִּתֵּ֤ן תַּזְנוּתֶ֨יהָ֙ עֲלֵיהֶ֔ם ––––––
מִבְחַ֥ר בְּנֵֽי־אַשּׁ֖וּר כֻּלָּ֑ם –––––––––
וּבְכֹ֧ל ––––––––
אֲשֶׁר־עָֽגְבָ֛ה ––––––––––
בְּכָל־גִּלּוּלֵיהֶ֖ם נִטְמָֽאָה׃ –––––––––
וְאֶת־תַּזְנוּתֶ֤יהָ מִמִּצְרַ֨יִם֙ לֹ֣א עָזָ֔בָה –––––––
כִּ֤י אֹותָהּ֙ שָׁכְב֣וּ בִנְעוּרֶ֔יהָ ––––––––
וְהֵ֥מָּה עִשּׂ֖וּ דַּדֵּ֣י בְתוּלֶ֑יהָ –––––––––
וַיִּשְׁפְּכ֥וּ תַזְנוּתָ֖ם עָלֶֽיהָ׃ ––––––––––
לָכֵ֥ן נְתַתִּ֖יהָ בְּיַד־מְאַֽהֲבֶ֑יהָ בְּיַד֙ בְּנֵ֣י אַשּׁ֔וּר –––––
אֲשֶׁ֥ר עָגְבָ֖ה עֲלֵיהֶֽם׃ ––––––––
הֵמָּה֮ גִּלּ֣וּ עֶרְוָתָהּ֒ –––––––
בָּנֶ֤יהָ וּבְנֹותֶ֨יהָ֙ לָקָ֔חוּ ––––––––
וְאֹותָ֖הּ בַּחֶ֣רֶב הָרָ֑גוּ –––––––––
וַתְּהִי־שֵׁם֙ לַנָּשִׁ֔ים ––––––
וּשְׁפוּטִ֖ים עָ֥שׂוּ בָֽהּ׃ ס –––––––
וַתֵּ֨רֶא֙ אֲחֹותָ֣הּ אָהֳלִיבָ֔ה *––––
וַתַּשְׁחֵ֥ת עַגְבָתָ֖הּ מִמֶּ֑נָּה ––––––
וְאֶת־תַּ֨זְנוּתֶ֔יהָ מִזְּנוּנֵ֖י אֲחֹותָֽהּ׃ –––––––––
אֶל־בְּנֵי֩ אַשּׁ֨וּר עָגָ֜בָה ––––––––
פַּחֹ֨ות וּסְגָנִ֤ים קְרֹבִים֙ –––––––––
לְבֻשֵׁ֣י מִכְלֹ֔ול ––––––––––––","Way0
Way0
CPen
NmCl
NmCl
WayX
Way0
AjCl
NmCl
NmCl
NmCl
Ptcp
Way0
NmCl
Defc
xQt0
xQt0
WxQ0
xQt0
WXQt
Way0
xQt0
xQt0
XQtl
xQt0
WxQ0
Way0
WxQ0
WayX
Way0
Ellp
xQt0
AjCl
AjCl","N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N
N",WayX,WayX,571097,571074
Ezekiel 47:12,"לֹא־יִבֹּ֨ול עָלֵ֜הוּ 
...
וְהָיָ֤ה פִרְיֹו֙ לְמַֽאֲכָ֔ל ",5,,,פִרְיֹו֙ ,עָלֵ֜הוּ ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","כִּדְגַ֛ת הַיָּ֥ם הַגָּדֹ֖ול רַבָּ֥ה מְאֹֽד׃ –––––––––––
בִּצֹּאתָ֧יו וּגְבָאָ֛יו ––––––––
וְלֹ֥א יֵרָפְא֖וּ ––––––––––
לְמֶ֥לַח נִתָּֽנוּ׃ –––––––––
וְעַל־הַנַּ֣חַל יַעֲלֶ֣ה עַל־שְׂפָתֹ֣ו מִזֶּ֣ה׀ וּמִזֶּ֣ה׀ כָּל־עֵֽץ־מַ֠אֲכָל –––––––
לֹא־יִבֹּ֨ול עָלֵ֜הוּ *––––––––
וְלֹֽא־יִתֹּ֣ם פִּרְיֹ֗ו –––––––––––
לָֽחֳדָשָׁיו֙ יְבַכֵּ֔ר ––––––––––
כִּ֣י מֵימָ֔יו –––––––––––
מִן־הַמִּקְדָּ֖שׁ הֵ֣מָּה יֹֽוצְאִ֑ים ––––––––––––
וְהָיָ֤ה פִרְיֹו֙ לְמַֽאֲכָ֔ל *–––––––––
וְעָלֵ֖הוּ לִתְרוּפָֽה׃ ס ––––––––––
כֹּ֤ה אָמַר֙ אֲדֹנָ֣י יְהוִ֔ה ––
גֵּ֤ה גְבוּל֙ –––
אֲשֶׁ֣ר תִּתְנַחֲל֣וּ אֶת־הָאָ֔רֶץ לִשְׁנֵ֥י עָשָׂ֖ר שִׁבְטֵ֣י יִשְׂרָאֵ֑ל –––––––
יֹוסֵ֖ף חֲבָלִֽים׃ ––––––","NmCl
CPen
WxY0
xQt0
WxYX
xYqX
WxYX
xYq0
CPen
Ptcp
WQtX
Ellp
xQtX
NmCl
xYq0
NmCl","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
N
Q
Q
Q",WQtX,xYqX,573987,573982
Hosea 6:3-1,"כִּ֛י ה֥וּא טָרָ֖ף 
...
כְּשַׁ֖חַר נָכֹ֣ון מֹֽוצָאֹ֑ו ",10,,,מֹֽוצָאֹ֑ו ,ה֥וּא ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')","עַ֥ד אֲשֶֽׁר־יֶאְשְׁמ֖וּ –––––––––
וּבִקְשׁ֣וּ פָנָ֑י ––––––––––
בַּצַּ֥ר לָהֶ֖ם יְשַׁחֲרֻֽנְנִי׃ ––––––––
לְכוּ֙ 
וְנָשׁ֣וּבָה אֶל־יְהוָ֔ה ––
כִּ֛י ה֥וּא טָרָ֖ף *–
וְיִרְפָּאֵ֑נוּ ––––
יַ֖ךְ –––
וְיַחְבְּשֵֽׁנוּ׃ –––––
יְחַיֵּ֖נוּ מִיֹּמָ֑יִם ––––
בַּיֹּום֙ הַשְּׁלִישִׁ֔י יְקִמֵ֖נוּ –––––
וְנִחְיֶ֥ה לְפָנָֽיו׃ ––––––
וְנֵדְעָ֣ה ––––––
נִרְדְּפָ֗ה –––––––
לָדַ֨עַת֙ אֶת־יְהוָ֔ה ––––––––
כְּשַׁ֖חַר נָכֹ֣ון מֹֽוצָאֹ֑ו *––
וְיָבֹ֤וא כַגֶּ֨שֶׁם֙ לָ֔נוּ –––
כְּמַלְקֹ֖ושׁ יֹ֥ורֶה אָֽרֶץ׃ ––––
מָ֤ה אֶֽעֱשֶׂה־לְּךָ֙ 
אֶפְרַ֔יִם ––––
מָ֥ה אֶעֱשֶׂה־לְּךָ֖ –––","xYq0
WQt0
xYq0
ZIm0
WYq0
XQtl
WYq0
ZYq0
WYq0
ZYq0
xYq0
WYq0
WYq0
ZYq0
InfC
Ptcp
WYq0
xYq0
xYq0
Voct
xYq0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",Ptcp,XQtl,574472,574462
Hosea 7:4-2,"עַתָּה֙ סְבָב֣וּם מַֽעַלְלֵיהֶ֔ם 
...
כֻּלָּם֙ מְנָ֣אֲפִ֔ים ",4,,,כֻּלָּם֙ ,מַֽעַלְלֵיהֶ֔ם ,"('p3', 'm', 'pl')","('NA', 'm', 'pl')","כִּ֥י פָעֲל֖וּ שָׁ֑קֶר –––
וְגַנָּ֣ב יָבֹ֔וא –––––
פָּשַׁ֥ט גְּד֖וּד בַּחֽוּץ׃ ––––––
וּבַל־יֹֽאמְרוּ֙ לִלְבָבָ֔ם ––––
כָּל־רָעָתָ֖ם זָכָ֑רְתִּי –––––
עַתָּה֙ סְבָב֣וּם מַֽעַלְלֵיהֶ֔ם *––
נֶ֥גֶד פָּנַ֖י הָיֽוּ׃ –––––
בְּרָעָתָ֖ם יְשַׂמְּחוּ־מֶ֑לֶךְ ––––
וּבְכַחֲשֵׁיהֶ֖ם שָׂרִֽים׃ –––––
כֻּלָּם֙ מְנָ֣אֲפִ֔ים *–––
כְּמֹ֣ו תַנּ֔וּר ––––––
בֹּעֵ֖רָה מֵֽאֹפֶ֑ה –––––––
יִשְׁבֹּ֣ות ––––––––
מֵעִ֔יר ––––––––––
מִלּ֥וּשׁ בָּצֵ֖ק –––––––––","xQt0
WXYq
ZQtX
WxY0
xQt0
xQtX
xQt0
xYq0
Ellp
Ptcp
NmCl
Ptcp
ZYq0
Ptcp
InfC","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",Ptcp,xQtX,574512,574508
Joel 1:6,"כִּֽי־גֹוי֙ עָלָ֣ה עַל־אַרְצִ֔י 
...
שִׁנָּיו֙ שִׁנֵּ֣י אַרְיֵ֔ה ",3,,,שִׁנָּיו֙ ,גֹוי֙ ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וּבְכ֔וּ ––––
וְהֵילִ֖לוּ ––––
כָּל־שֹׁ֣תֵי יָ֑יִן –––––––
עַל־עָסִ֕יס ––––––
כִּ֥י נִכְרַ֖ת מִפִּיכֶֽם׃ –––––
כִּֽי־גֹוי֙ עָלָ֣ה עַל־אַרְצִ֔י *–––
עָצ֖וּם ––––––
וְאֵ֣ין מִסְפָּ֑ר –––––––
שִׁנָּיו֙ שִׁנֵּ֣י אַרְיֵ֔ה *–––––
וּֽמְתַלְּעֹ֥ות לָבִ֖יא לֹֽו׃ ––––––
שָׂ֤ם גַּפְנִי֙ לְשַׁמָּ֔ה ––––
וּתְאֵנָתִ֖י לִקְצָפָ֑ה ––––––
חָשֹׂ֤ף חֲשָׂפָהּ֙ –––––
וְהִשְׁלִ֔יךְ –––––––","WIm0
WIm0
Voct
Defc
xQt0
XQtl
AjCl
NmCl
NmCl
NmCl
ZQt0
Ellp
xQt0
WQt0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",NmCl,XQtl,575008,575005
Joel 2:4-3,"כְּגַן־עֵ֨דֶן הָאָ֜רֶץ לְפָנָ֗יו 
...
כְּמַרְאֵ֥ה סוּסִ֖ים מַרְאֵ֑הוּ ",3,,,מַרְאֵ֑הוּ ,אָ֜רֶץ ,"('p3', 'm', 'sg')","('NA', 'unknown', 'sg')","עַ֚ם רַ֣ב וְעָצ֔וּם ––––––––
כָּמֹ֗הוּ לֹ֤א נִֽהְיָה֙ מִן־הָ֣עֹולָ֔ם –––––––
וְאַֽחֲרָיו֙ לֹ֣א יֹוסֵ֔ף עַד־שְׁנֵ֖י דֹּ֥ור וָדֹֽור׃ ––––––––
לְפָנָיו֙ אָ֣כְלָה אֵ֔שׁ ––––––
וְאַחֲרָ֖יו תְּלַהֵ֣ט לֶֽהָבָ֑ה ––––––––
כְּגַן־עֵ֨דֶן הָאָ֜רֶץ לְפָנָ֗יו *–––––––
וְאַֽחֲרָיו֙ מִדְבַּ֣ר שְׁמָמָ֔ה –––––––––
וְגַם־פְּלֵיטָ֖ה לֹא־הָ֥יְתָה לֹּֽו׃ ––––––––––
כְּמַרְאֵ֥ה סוּסִ֖ים מַרְאֵ֑הוּ *––––––––
וּכְפָרָשִׁ֖ים כֵּ֥ן יְרוּצֽוּן׃ ––––––––––
כְּקֹ֣ול מַרְכָּבֹ֗ות עַל־רָאשֵׁ֤י הֶֽהָרִים֙ יְרַקֵּד֔וּן –––––––––
כְּקֹול֙ לַ֣הַב אֵ֔שׁ –––––––––––
אֹכְלָ֖ה קָ֑שׁ ––––––––––––
כְּעַ֣ם עָצ֔וּם –––––––––––","Defc
xQt0
WxY0
xQtX
WxYX
NmCl
NmCl
WXQt
NmCl
WxY0
xYq0
Ellp
Ptcp
Ellp","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",NmCl,NmCl,575081,575078
