reference,match_text,distance,same?,notes,suffix,subject,sfx_pgn,sbj_pgn,context,con_typs,con_doms,ca_typ,mo_typ,ca,mother
Habakkuk 1:9-7,"אָיֹ֥ם וְנֹורָ֖א ה֑וּא 
...
כֻּלֹּה֙ לְחָמָ֣ס יָבֹ֔וא ",9,,,כֻּלֹּה֙ ,ה֑וּא ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')","כִּ֥י יְסֻפָּֽר׃ –––––––
כִּֽי־הִנְנִ֤י מֵקִים֙ אֶת־הַכַּשְׂדִּ֔ים הַגֹּ֖וי הַמַּ֣ר וְהַנִּמְהָ֑ר –––––
הַֽהֹולֵךְ֙ לְמֶרְחֲבֵי־אֶ֔רֶץ –––––––
לָרֶ֖שֶׁת מִשְׁכָּנֹ֥ות ––––––––
לֹּא־לֹֽו׃ –––––––––
אָיֹ֥ם וְנֹורָ֖א ה֑וּא *––––––
מִמֶּ֕נּוּ מִשְׁפָּטֹ֥ו וּשְׂאֵתֹ֖ו יֵצֵֽא׃ –––––––––
וְקַלּ֨וּ מִנְּמֵרִ֜ים סוּסָ֗יו –––––––––––
וְחַדּוּ֙ מִזְּאֵ֣בֵי עֶ֔רֶב ––––––––––––
וּפָ֖שׁוּ פָּֽרָשָׁ֑יו –––––––––––––
וּפָֽרָשָׁיו֙ מֵרָחֹ֣וק יָבֹ֔אוּ ––––––––––
יָעֻ֕פוּ כְּנֶ֖שֶׁר –––––––––––
חָ֥שׁ ––––––––––––
לֶאֱכֹֽול׃ –––––––––––––
כֻּלֹּה֙ לְחָמָ֣ס יָבֹ֔וא *––––––––
מְגַמַּ֥ת פְּנֵיהֶ֖ם קָדִ֑ימָה ––––––––––
וַיֶּאֱסֹ֥ף כַּחֹ֖ול שֶֽׁבִי׃ –––––––––
וְהוּא֙ –––––––
בַּמְּלָכִ֣ים יִתְקַלָּ֔ס –––––––––
וְרֹזְנִ֖ים מִשְׂחָ֣ק לֹ֑ו ––––––––––","xYq0
Ptcp
Ptcp
InfC
NmCl
AjCl
XYqt
WQtX
WQt0
WQtX
WXYq
ZYq0
Ptcp
InfC
XYqt
NmCl
Way0
CPen
xYq0
NmCl","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
N
Q
Q
Q",XYqt,AjCl,576983,576974
Habakkuk 3:3,"אֱלֹ֨והַ֙ מִתֵּימָ֣ן יָבֹ֔וא 
...
כִּסָּ֤ה שָׁמַ֨יִם֙ הֹודֹ֔ו ",3,,,הֹודֹ֔ו ,אֱלֹ֨והַ֙ ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","פָּֽעָלְךָ֙ –––––––––
בְּקֶ֤רֶב שָׁנִים֙ חַיֵּ֔יהוּ ––––––––
בְּקֶ֥רֶב שָׁנִ֖ים תֹּודִ֑יעַ –––––––––
בְּרֹ֖גֶז רַחֵ֥ם –––––––––––
תִּזְכֹּֽור׃ ––––––––––
אֱלֹ֨והַ֙ מִתֵּימָ֣ן יָבֹ֔וא *–––––––
וְקָדֹ֥ושׁ מֵֽהַר־פָּארָ֖ן ––––––––––
סֶ֑לָה –––––––––––
כִּסָּ֤ה שָׁמַ֨יִם֙ הֹודֹ֔ו *–––––––––
וּתְהִלָּתֹ֖ו מָלְאָ֥ה הָאָֽרֶץ׃ ––––––––––––
וְנֹ֨גַהּ֙ כָּאֹ֣ור תִּֽהְיֶ֔ה –––––––––––
קַרְנַ֥יִם מִיָּדֹ֖ו לֹ֑ו ––––––––––
וְשָׁ֖ם חֶבְיֹ֥ון עֻזֹּֽו׃–––––––––––
לְפָנָ֖יו יֵ֣לֶךְ דָּ֑בֶר ––––––––","Defc
xIm0
xYq0
InfA
ZYq0
XYqt
Ellp
MSyn
ZQtX
WXQt
WXYq
NmCl
NmCl
xYqX","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",ZQtX,XYqt,577137,577134
Zechariah 9:17-15,"יְהוָ֣ה צְבָאֹות֮ יָגֵ֣ן עֲלֵיהֶם֒ 
...
כִּ֥י מַה־טּוּבֹ֖ו ",9,,,טּוּבֹ֖ו ,יְהוָ֣ה ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וְשַׂמְתִּ֖יךְ כְּחֶ֥רֶב גִּבֹּֽור׃ –––––––
וַֽיהוָה֙ עֲלֵיהֶ֣ם יֵֽרָאֶ֔ה ––
וְיָצָ֥א כַבָּרָ֖ק חִצֹּ֑ו –––––
וַֽאדֹנָ֤י יְהֹוִה֙ בַּשֹּׁופָ֣ר יִתְקָ֔ע ––––
וְהָלַ֖ךְ בְּסַעֲרֹ֥ות תֵּימָֽן׃ –––––
יְהוָ֣ה צְבָאֹות֮ יָגֵ֣ן עֲלֵיהֶם֒ *–––
וְאָכְל֗וּ –––––––
וְכָֽבְשׁוּ֙ אַבְנֵי־קֶ֔לַע ––––––
וְשָׁת֥וּ –––––––
הָמ֖וּ כְּמֹו־יָ֑יִן –––––
וּמָֽלְאוּ֙ כַּמִּזְרָ֔ק כְּזָוִיֹּ֖ות מִזְבֵּֽחַ׃ –––––––
וְֽהֹושִׁיעָ֞ם יְהוָ֧ה אֱלֹהֵיהֶ֛ם בַּיֹּ֥ום הַה֖וּא כְּצֹ֣אן עַמֹּ֑ו ––––––
כִּ֚י אַבְנֵי־נֵ֔זֶר –––––––
מִֽתְנֹוסְסֹ֖ות עַל־אַדְמָתֹֽו׃ ––––––––
כִּ֥י מַה־טּוּבֹ֖ו *––––
וּמַה־יָפְיֹ֑ו ––––––
דָּגָן֙ בַּֽחוּרִ֔ים –––––
וְתִירֹ֖ושׁ יְנֹובֵ֥ב בְּתֻלֹֽות׃ ––––––
שַׁאֲל֨וּ מֵיְהוָ֤ה מָטָר֙ בְּעֵ֣ת מַלְקֹ֔ושׁ 
יְהוָ֖ה עֹשֶׂ֣ה חֲזִיזִ֑ים ––","WQt0
WXYq
WQtX
WXYq
WQt0
XYqt
WQt0
WQt0
WQt0
ZQt0
WQt0
WQtX
NmCl
Ptcp
NmCl
NmCl
Ellp
WXYq
ZIm0
Ptcp","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",NmCl,XYqt,578266,578257
Zechariah 11:5,"וּמֹכְרֵיהֶ֣ן יֹאמַ֔ר 
...
וְרֹ֣עֵיהֶ֔ם לֹ֥א יַחְמֹ֖ול עֲלֵיהֶֽן׃ ",3,,,רֹ֣עֵיהֶ֔ם ,מֹכְרֵיהֶ֣ן ,"('p3', 'm', 'pl')","('unknown', 'm', 'pl')","כִּ֥י שֻׁדַּ֖ד גְּאֹ֥ון הַיַּרְדֵּֽן׃ ס ––––
כֹּ֥ה אָמַ֖ר יְהוָ֣ה אֱלֹהָ֑י 
רְעֵ֖ה אֶת־צֹ֥אן הַהֲרֵגָֽה׃ ––
אֲשֶׁ֨ר קֹנֵיהֶ֤ן יַֽהֲרְגֻן֙ ––––
וְלֹ֣א יֶאְשָׁ֔מוּ ––––––
וּמֹכְרֵיהֶ֣ן יֹאמַ֔ר *–––––
בָּר֥וּךְ יְהוָ֖ה –––––––
וַאעְשִׁ֑ר ––––––––
וְרֹ֣עֵיהֶ֔ם לֹ֥א יַחְמֹ֖ול עֲלֵיהֶֽן׃ *––––––
כִּ֠י לֹ֣א אֶחְמֹ֥ול עֹ֛וד עַל־יֹשְׁבֵ֥י הָאָ֖רֶץ –––––––
נְאֻם־יְהוָ֑ה ––––––––
וְהִנֵּ֨ה –––
אָנֹכִ֜י מַמְצִ֣יא אֶת־הָאָדָ֗ם ––––
אִ֤ישׁ בְּיַד־רֵעֵ֨הוּ֙ וּבְיַ֣ד מַלְכֹּ֔ו ––––––","xQtX
xQtX
ZIm0
XYqt
WxY0
WXYq
Ptcp
WYq0
WXYq
xYq0
MSyn
MSyn
Ptcp
Ellp","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",WXYq,WXYq,578350,578347
Psalms 10:5-4,"רָשָׁ֗ע כְּגֹ֣בַהּ אַ֭פֹּו בַּל־יִדְרֹ֑שׁ 
...
יָ֘חִ֤ילוּ דְרָכָ֨יו ׀ בְּכָל־עֵ֗ת ",3,,,דְרָכָ֨יו ׀ ,רָשָׁ֗ע ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","יִתָּפְשׂ֓וּ׀ בִּמְזִמֹּ֖ות –––––––
ז֣וּ חָשָֽׁבוּ׃ ––––––––
כִּֽי־הִלֵּ֣ל רָ֭שָׁע עַל־תַּאֲוַ֣ת נַפְשֹׁ֑ו ––––––
וּבֹצֵ֥עַ בֵּ֝רֵ֗ךְ ––––––––
נִ֘אֵ֥ץ׀ יְהוָֽה׃ –––––––
רָשָׁ֗ע כְּגֹ֣בַהּ אַ֭פֹּו בַּל־יִדְרֹ֑שׁ *–––––
אֵ֥ין אֱ֝לֹהִ֗ים ––––––––––
כָּל־מְזִמֹּותָֽיו׃ –––––––––
יָ֘חִ֤ילוּ דְרָכָ֨יו ׀ בְּכָל־עֵ֗ת *––––––––
מָרֹ֣ום מִ֭שְׁפָּטֶיךָ מִנֶּגְדֹּ֑ו ––––––––––
כָּל־צֹ֝ורְרָ֗יו –––––––––
יָפִ֥יחַ בָּהֶֽם׃ ––––––––––
אָמַ֣ר בְּ֭לִבֹּו –––––––
בַּל־אֶמֹּ֑וט לְדֹ֥ר וָ֝דֹ֗ר –––––––––","ZYq0
xQt0
xQtX
WxQ0
ZQt0
XYqt
NmCl
NmCl
ZYqX
NmCl
CPen
ZYq0
ZQt0
xYq0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",ZYqX,XYqt,579269,579266
Psalms 11:4,"יְהוָ֤ה׀ בְּֽהֵ֘יכַ֤ל קָדְשֹׁ֗ו 
...
עֵינָ֥יו יֶחֱז֑וּ ",3,,,עֵינָ֥יו ,יְהוָ֤ה׀ ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","כֹּונְנ֣וּ חִצָּ֣ם עַל־יֶ֑תֶר –––––
לִירֹ֥ות בְּמֹו־אֹ֝֗פֶל לְיִשְׁרֵי־לֵֽב׃ ––––––
כִּ֣י הַ֭שָּׁתֹות יֵֽהָרֵס֑וּן –––
צַ֝דִּ֗יק ––––
מַה־פָּעָֽל׃ –––––
יְהוָ֤ה׀ בְּֽהֵ֘יכַ֤ל קָדְשֹׁ֗ו *–
יְהוָה֮ ––––
בַּשָּׁמַ֪יִם כִּ֫סְאֹ֥ו –––––
עֵינָ֥יו יֶחֱז֑וּ *–––
עַפְעַפָּ֥יו יִ֝בְחֲנ֗וּ בְּנֵ֣י אָדָֽם׃ –––
יְהוָה֮ צַדִּ֪יק יִ֫בְחָ֥ן ––
וְ֭רָשָׁע וְאֹהֵ֣ב חָמָ֑ס שָֽׂנְאָ֥ה נַפְשֹֽׁו׃ –––––
יַמְטֵ֥ר עַל־רְשָׁעִ֗ים פַּ֫חִ֥ים אֵ֣שׁ וְ֭גָפְרִית ––––
וְר֥וּחַ זִלְעָפֹ֗ות מְנָ֣ת כֹּוסָֽם׃ –––––","ZQt0
InfC
XYqt
CPen
xQt0
NmCl
CPen
NmCl
XYqt
XYqt
XYqt
WxQX
ZYq0
NmCl","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",XYqt,NmCl,579335,579332
Psalms 19:7-6,"וְה֗וּא כְּ֭חָתָן 
...
מִקְצֵ֤ה הַשָּׁמַ֨יִם׀ מֹֽוצָאֹ֗ו ",4,,,מֹֽוצָאֹ֗ו ,ה֗וּא ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')","וְאֵ֣ין דְּבָרִ֑ים ––––––
בְּ֝לִ֗י נִשְׁמָ֥ע קֹולָֽם׃ –––––
בְּכָל־הָאָ֨רֶץ׀ יָ֘צָ֤א קַוָּ֗ם ––––––
וּבִקְצֵ֣ה תֵ֭בֵל מִלֵּיהֶ֑ם –––––––
לַ֝שֶּׁ֗מֶשׁ שָֽׂם־אֹ֥הֶל בָּהֶֽם׃ ––
וְה֗וּא כְּ֭חָתָן *–––
יֹצֵ֣א מֵחֻפָּתֹ֑ו ––––––
יָשִׂ֥ישׂ כְּ֝גִבֹּ֗ור –––––
לָר֥וּץ אֹֽרַח׃ ––––––
מִקְצֵ֤ה הַשָּׁמַ֨יִם׀ מֹֽוצָאֹ֗ו *––––
וּתְקוּפָתֹ֥ו עַל־קְצֹותָ֑ם ––––––
וְאֵ֥ין נִ֝סְתָּ֗ר מֵֽחַמָּתֹו׃ –––––
תֹּ֘ורַ֤ת יְהוָ֣ה תְּ֭מִימָה –
מְשִׁ֣יבַת נָ֑פֶשׁ ––
עֵד֥וּת יְהוָ֥ה נֶ֝אֱמָנָ֗ה –","NmCl
Ptcp
xQtX
Ellp
xQt0
NmCl
Ptcp
ZYq0
InfC
NmCl
NmCl
Ptcp
AjCl
Ptcp
AjCl","?
?
?
?
?
?
?
?
?
?
?
?
?
?
?",NmCl,NmCl,579694,579690
Psalms 25:13-12,"מִי־זֶ֣ה הָ֭אִישׁ 
...
נַ֭פְשֹׁו בְּטֹ֣וב תָּלִ֑ין ",4,,,נַ֭פְשֹׁו ,אִישׁ ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","לְנֹצְרֵ֥י בְ֝רִיתֹ֗ו וְעֵדֹתָֽיו׃ –––––––––––
לְמַֽעַן־שִׁמְךָ֥ ––––––––
יְהוָ֑ה –––––––––
וְֽסָלַחְתָּ֥ לַ֝עֲוֹנִ֗י –––––––
כִּ֣י רַב־הֽוּא׃ ––––––––
מִי־זֶ֣ה הָ֭אִישׁ *––––
יְרֵ֣א יְהוָ֑ה –––––––––
יֹ֝ורֶ֗נּוּ בְּדֶ֣רֶךְ ––––––––
יִבְחָֽר׃ –––––––––
נַ֭פְשֹׁו בְּטֹ֣וב תָּלִ֑ין *–––––––
וְ֝זַרְעֹ֗ו יִ֣ירַשׁ אָֽרֶץ׃ ––––––––
סֹ֣וד יְ֭הוָה לִירֵאָ֑יו ––––––
וּ֝בְרִיתֹ֗ו –––––––
לְהֹודִיעָֽם׃ ––––––––
עֵינַ֣י תָּ֭מִיד אֶל־יְהוָ֑ה –––––","Ptcp
Ellp
Voct
WQt0
AjCl
NmCl
AjCl
ZYq0
ZYq0
XYqt
WXYq
NmCl
NmCl
InfC
NmCl","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",XYqt,NmCl,579986,579982
Psalms 37:15-14,"חֶ֤רֶב׀ פָּֽתְח֣וּ רְשָׁעִים֮ 
...
חַ֭רְבָּם תָּבֹ֣וא בְלִבָּ֑ם ",4,,,חַ֭רְבָּם ,רְשָׁעִים֮ ,"('p3', 'm', 'pl')","('NA', 'm', 'pl')","זֹמֵ֣ם רָ֭שָׁע לַצַּדִּ֑יק ––
וְחֹרֵ֖ק עָלָ֣יו שִׁנָּֽיו׃ ––––––
אֲדֹנָ֥י יִשְׂחַק־לֹ֑ו –––––
כִּֽי־רָ֝אָ֗ה ––––––
כִּֽי־יָבֹ֥א יֹומֹֽו׃ –––––––
חֶ֤רֶב׀ פָּֽתְח֣וּ רְשָׁעִים֮ *––––
וְדָרְכ֪וּ קַ֫שְׁתָּ֥ם ––––––
לְ֭הַפִּיל עָנִ֣י וְאֶבְיֹ֑ון –––––––
לִ֝טְבֹ֗וחַ יִשְׁרֵי־דָֽרֶךְ׃ ––––––––
חַ֭רְבָּם תָּבֹ֣וא בְלִבָּ֑ם *–––––
וְ֝קַשְּׁתֹותָ֗ם תִּשָּׁבַֽרְנָה׃ ––––––
טֹוב־מְ֭עַט לַצַּדִּ֑יק מֵ֝הֲמֹ֗ון רְשָׁעִ֥ים רַבִּֽים׃ –––
כִּ֤י זְרֹועֹ֣ות רְ֭שָׁעִים תִּשָּׁבַ֑רְנָה –––––
וְסֹומֵ֖ךְ צַדִּיקִ֣ים יְהוָֽה׃ ––––––
יֹודֵ֣עַ יְ֭הוָה יְמֵ֣י תְמִימִ֑ם ––––","Ptcp
Ptcp
XYqt
xQt0
xYqX
xQtX
WQt0
InfC
InfC
XYqt
WXYq
AjCl
XYqt
Ptcp
Ptcp","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",XYqt,xQtX,580634,580630
Psalms 77:9-8,"הַֽ֭לְעֹולָמִים יִזְנַ֥ח׀ אֲדֹנָ֑י 
...
הֶאָפֵ֣ס לָנֶ֣צַח חַסְדֹּ֑ו ",3,,,חַסְדֹּ֑ו ,אֲדֹנָ֑י ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","וְלֹ֣א אֲדַבֵּֽר׃ –––––––
חִשַּׁ֣בְתִּי יָמִ֣ים מִקֶּ֑דֶם שְׁ֝נֹ֗ות עֹולָמִֽים׃ ––––––
אֶֽזְכְּרָ֥ה נְגִינָתִ֗י בַּ֫לָּ֥יְלָה –––
עִם־לְבָבִ֥י אָשִׂ֑יחָה ––––
וַיְחַפֵּ֥שׂ רוּחִֽי׃ –––––
הַֽ֭לְעֹולָמִים יִזְנַ֥ח׀ אֲדֹנָ֑י *–––––––
וְלֹֽא־יֹסִ֖יף –––––––––
לִרְצֹ֣ות עֹֽוד׃ ––––––––––
הֶאָפֵ֣ס לָנֶ֣צַח חַסְדֹּ֑ו *––––––––
גָּ֥מַר אֹ֝֗מֶר לְדֹ֣ר וָדֹֽר׃ ––––––––––
הֲשָׁכַ֣ח –––––––––
חַנֹּ֣ות ––––––––––––
אֵ֑ל –––––––––––
אִם־קָפַ֥ץ בְּ֝אַ֗ף רַחֲמָ֥יו ––––––––––","WxY0
ZQt0
ZYq0
xYq0
WayX
xYqX
WxY0
InfC
xQtX
ZQtX
xQt0
InfC
Defc
xQt0","Q
Q
Q
Q
N
Q
Q
Q
Q
Q
Q
Q
Q
Q",xQtX,xYqX,582747,582744
Psalms 89:31-27,"ה֣וּא יִ֭קְרָאֵנִי 
...
אִם־יַֽעַזְב֣וּ בָ֭נָיו תֹּורָתִ֑י ",9,,,בָ֭נָיו ,ה֣וּא ,"('p3', 'm', 'sg')","('p3', 'm', 'sg')","וּמְשַׂנְאָ֥יו אֶגֹּֽוף׃ ––––––––––––
וֶֽאֶֽמוּנָתִ֣י וְחַסְדִּ֣י עִמֹּ֑ו ––––––––––
וּ֝בִשְׁמִ֗י תָּר֥וּם קַרְנֹֽו׃ ––––––––––––
וְשַׂמְתִּ֣י בַיָּ֣ם יָדֹ֑ו –––––––––––
וּֽבַנְּהָרֹ֥ות יְמִינֹֽו׃ ––––––––––––
ה֣וּא יִ֭קְרָאֵנִי *–––––––––
אָ֣בִי אָ֑תָּה ––––––––––––
אֵ֝לִ֗י וְצ֣וּר יְשׁוּעָתִֽי׃ –––––––––––––
אַף־אָ֭נִי בְּכֹ֣ור אֶתְּנֵ֑הוּ –––––––––––
עֶ֝לְיֹ֗ון לְמַלְכֵי־אָֽרֶץ׃ –––––––––––––
לְ֭עֹולָ֗ם אֶשְׁמָר־לֹ֣ו חַסְדִּ֑י ––––––––––––
וּ֝בְרִיתִ֗י נֶאֱמֶ֥נֶת לֹֽו׃ ––––––––––––––
וְשַׂמְתִּ֣י לָעַ֣ד זַרְעֹ֑ו –––––––––––––
וְ֝כִסְאֹ֗ו כִּימֵ֥י שָׁמָֽיִם׃ ––––––––––––––
אִם־יַֽעַזְב֣וּ בָ֭נָיו תֹּורָתִ֑י *––––––––––
וּ֝בְמִשְׁפָּטַ֗י לֹ֣א יֵלֵכֽוּן׃ –––––––––––––
אִם־חֻקֹּתַ֥י יְחַלֵּ֑לוּ ––––––––––––
וּ֝מִצְוֹתַ֗י לֹ֣א יִשְׁמֹֽרוּ׃ –––––––––––––
וּפָקַדְתִּ֣י בְשֵׁ֣בֶט פִּשְׁעָ֑ם –––––––––––
וּבִנְגָעִ֥ים עֲוֹנָֽם׃ –––––––––––––","WxY0
NmCl
WxYX
WQt0
Ellp
XYqt
NmCl
NmCl
XYqt
Ellp
xYq0
Ptcp
WQt0
Ellp
xYqX
WxY0
xYq0
WxY0
WQt0
Ellp","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",xYqX,XYqt,583500,583491
Psalms 104:27-24,"מָֽה־רַבּ֬וּ מַעֲשֶׂ֨יךָ׀ 
...
כֻּ֭לָּם אֵלֶ֣יךָ יְשַׂבֵּר֑וּן ",13,,,כֻּ֭לָּם ,מַעֲשֶׂ֨יךָ׀ ,"('p3', 'm', 'pl')","('NA', 'm', 'pl')","וּלְבַקֵּ֖שׁ מֵאֵ֣ל אָכְלָֽם׃ ––––––––––––
תִּזְרַ֣ח הַ֭שֶּׁמֶשׁ ––––––––––
יֵאָסֵפ֑וּן ––––––––––––
וְאֶל־מְ֝עֹונֹתָ֗ם יִרְבָּצֽוּן׃ –––––––––––––
יֵצֵ֣א אָדָ֣ם לְפָעֳלֹ֑ו וְֽלַעֲבֹ֖דָתֹ֣ו עֲדֵי־עָֽרֶב׃ –––––––––––
מָֽה־רַבּ֬וּ מַעֲשֶׂ֨יךָ׀ *––––––––
יְֽהוָ֗ה –––––––––––––
כֻּ֭לָּם בְּחָכְמָ֣ה עָשִׂ֑יתָ ––––––––––––
מָלְאָ֥ה הָ֝אָ֗רֶץ קִנְיָנֶֽךָ׃ –––––––––––––
זֶ֤ה׀ הַיָּ֥ם –––––––––––
גָּדֹול֮ וּרְחַ֪ב יָ֫דָ֥יִם ––––––––––––––
שָֽׁם־רֶ֭מֶשׂ –––––––––––––
וְאֵ֣ין מִסְפָּ֑ר ––––––––––––––––
חַיֹּ֥ות קְ֝טַנֹּ֗ות עִם־גְּדֹלֹֽות׃ –––––––––––––––
שָׁ֭ם אֳנִיֹּ֣ות יְהַלֵּכ֑וּן ––––––––––––––
לִ֝וְיָתָ֗ן ––––––––––––
זֶֽה־יָצַ֥רְתָּ –––––––––––––
לְשַֽׂחֶק־בֹּֽו׃ ––––––––––––––
כֻּ֭לָּם אֵלֶ֣יךָ יְשַׂבֵּר֑וּן *––––––––––
לָתֵ֖ת אָכְלָ֣ם בְּעִתֹּֽו׃ ––––––––––––
תִּתֵּ֣ן לָ֭הֶם –––––––––––
יִלְקֹט֑וּן ––––––––––––
תִּפְתַּ֥ח יָֽ֝דְךָ֗ –––––––––––
יִשְׂבְּע֥וּן טֹֽוב׃ ––––––––––––","InfC
ZYqX
ZYq0
WxY0
ZYqX
xQtX
Voct
xQt0
ZQtX
NmCl
AjCl
NmCl
NmCl
Ellp
XYqt
CPen
xQt0
InfC
XYqt
InfC
ZYq0
ZYq0
ZYq0
ZYq0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",XYqt,xQtX,584212,584199
Psalms 112:9-6,"לְזֵ֥כֶר עֹ֝ולָ֗ם יִהְיֶ֥ה צַדִּֽיק׃ 
...
צִ֭דְקָתֹו עֹמֶ֣דֶת לָעַ֑ד ",9,,,צִ֭דְקָתֹו ,צַדִּֽיק׃ ,"('p3', 'm', 'sg')","('NA', 'm', 'sg')","זָ֘רַ֤ח בַּחֹ֣שֶׁךְ אֹ֖ור לַיְשָׁרִ֑ים –––
חַנּ֖וּן וְרַח֣וּם וְצַדִּֽיק׃ ––––
טֹֽוב־אִ֭ישׁ חֹונֵ֣ן וּמַלְוֶ֑ה ––
יְכַלְכֵּ֖ל דְּבָרָ֣יו בְּמִשְׁפָּֽט׃ –––––
כִּֽי־לְעֹולָ֥ם לֹא־יִמֹּ֑וט ––––
לְזֵ֥כֶר עֹ֝ולָ֗ם יִהְיֶ֥ה צַדִּֽיק׃ *–––
מִשְּׁמוּעָ֣ה רָ֭עָה לֹ֣א יִירָ֑א ––––––––
נָכֹ֥ון לִ֝בֹּ֗ו –––––––
בָּטֻ֥חַ בַּיהוָֽה׃ –––––––––
סָמ֣וּךְ לִ֭בֹּו ––––––––
לֹ֣א יִירָ֑א –––––––––
עַ֖ד אֲשֶׁר־יִרְאֶ֣ה בְצָרָֽיו׃ ––––––––––
פִּזַּ֤ר׀ ––––––
נָ֘תַ֤ן לָאֶבְיֹונִ֗ים –––––––
צִ֭דְקָתֹו עֹמֶ֣דֶת לָעַ֑ד *–––––
קַ֝רְנֹ֗ו תָּר֥וּם בְּכָבֹֽוד׃ ––––––
רָ֘שָׁ֤ע יִרְאֶ֨ה׀ ––––
וְכָעָ֗ס –––––––
שִׁנָּ֣יו יַחֲרֹ֣ק ––––––
וְנָמָ֑ס –––––––","ZQtX
AjCl
AjCl
ZYq0
xYq0
xYqX
xYq0
Ptcp
NmCl
Ptcp
xYq0
xYq0
ZQt0
ZQt0
Ptcp
XYqt
XYqt
WQt0
xYq0
WQt0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",Ptcp,xYqX,584754,584745
Psalms 115:4-2,"לָ֭מָּה יֹאמְר֣וּ הַגֹּויִ֑ם 
...
עֲֽ֭צַבֵּיהֶם כֶּ֣סֶף וְזָהָ֑ב ",6,,,עֲֽ֭צַבֵּיהֶם ,גֹּויִ֑ם ,"('p3', 'm', 'pl')","('NA', 'm', 'pl')","חַ֝לָּמִ֗ישׁ לְמַעְיְנֹו־מָֽיִם׃ ––––––
לֹ֤א לָ֥נוּ –
יְהוָ֗ה –––––––
לֹ֫א לָ֥נוּ ––––––
כִּֽי־לְ֭שִׁמְךָ תֵּ֣ן כָּבֹ֑וד עַל־חַ֝סְדְּךָ֗ עַל־אֲמִתֶּֽךָ׃ –––––
לָ֭מָּה יֹאמְר֣וּ הַגֹּויִ֑ם *––––
אַיֵּה־נָ֝֗א אֱלֹהֵיהֶֽם׃ –––––––
וֵֽאלֹהֵ֥ינוּ בַשָּׁמָ֑יִם ––––––
כֹּ֭ל –––––––
אֲשֶׁר־חָפֵ֣ץ –––––––––
עָשָֽׂה׃ ––––––––
עֲֽ֭צַבֵּיהֶם כֶּ֣סֶף וְזָהָ֑ב *–––––
מַ֝עֲשֵׂ֗ה יְדֵ֣י אָדָֽם׃ –––––––––
פֶּֽה־לָ֭הֶם ––––––––
וְלֹ֣א יְדַבֵּ֑רוּ –––––––––
עֵינַ֥יִם לָ֝הֶ֗ם ––––––––
וְלֹ֣א יִרְאֽוּ׃ –––––––––","Ellp
Ellp
Voct
Ellp
xIm0
xYqX
NmCl
NmCl
Defc
xQt0
ZQt0
NmCl
NmCl
NmCl
WxY0
NmCl
WxY0","Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q
Q",NmCl,xYqX,584813,584807
