ID,Label
1478,מִזְמֹור
1479,פִּקּוּדִים
1480,אִוֶּלֶת
1481,כְּסִיל
1482,נָעֳמִי
1483,בֹּעַז
1484,אֲחַשְׁוֵרֹושׁ
1485,שׁוּשַׁן
1486,מָרְדְּכַי
1487,אֶסְתֵּר
1488,הָמָן
1489,עֶלֶם
1490,חֵלֶם
1491,פֵּשֶׁר
1492,קְבֹל
1493,אֱנָשׁ
1494,אֱדַיִן
1495,טַעַם
1496,הוה
1497,נְבוּכַדְנֶצַּר
1498,דְּהַב
1499,פַּרְזֶל
1500,מַלְכוּ
1501,חֵיוָה
1502,יֵשׁוּעַ
1503,יחשׂ
1504,עֶזְרָא
